Date,76077000_FLU,76081000_FLU,76085000_FLU,76100000_FLU,76120000_FLU,76251000_FLU,76260000_FLU,76300000_FLU,76310000_FLU,76360001_FLU,76370000_FLU,76380000_FLU,76395000_FLU,76431000_FLU,76440000_FLU,76460000_FLU,76490000_FLU,76500000_FLU,76550000_FLU,76560000_FLU,76600000_FLU,76630000_FLU,76650000_FLU,76700000_FLU,76742000_FLU,76745000_FLU,76750000_FLU,76800000_FLU
1982-09-23,33.3,,49.126,106.159,225.0,,,373.054,750.7,44.45,,,,,79.6,29.65,240.0,1525.23,11.5,1753.2,1515.0,,137.26,356.6,67.5,,577.192,2508.482
1982-09-24,29.5,,41.222,75.479,152.0,,,317.944,665.156,27.28,,,,,68.4,25.8,178.0,1485.06,11.5,1823.4,1591.0,,74.055,287.0,42.0,,589.327,2557.397
1982-09-25,57.4,,76.559,69.61,114.0,,,254.758,558.975,21.32,,,,,88.4,34.7,171.0,1468.021,12.1,1764.8,1623.0,,61.059,169.5,40.8,,590.686,2590.272
1982-09-26,93.0,,111.111,129.176,129.0,,,223.467,490.951,23.96,,,,,177.0,31.3,216.0,1490.763,12.3,1651.6,1596.0,,53.54,92.98,42.5,,563.918,2565.596
1982-09-27,115.0,,204.365,203.848,199.0,,,279.626,678.076,117.5,,,,,309.0,114.0,335.0,1589.524,17.0,1730.0,1663.0,,69.329,157.6,83.6,,708.402,2565.596
1982-09-28,129.0,,191.896,615.766,344.0,,,425.311,918.064,205.5,,,,,293.0,100.5,502.0,1816.341,16.9,1930.4,1700.0,,120.414,276.8,154.0,,711.504,3063.792
1982-09-29,66.3,,100.559,359.589,449.0,,,495.272,1143.214,227.0,,,,,196.0,48.6,539.0,2073.175,15.4,2060.5,1919.0,,120.414,307.8,302.0,,674.916,3414.378
1982-09-30,46.8,,74.062,211.93,379.0,,,518.964,1232.234,171.5,,,,,145.1,33.5,446.0,2240.367,12.8,2235.2,1962.0,,88.767,389.0,183.0,,575.854,3548.372
1982-10-01,37.3,,58.0,136.055,278.0,,,562.366,1336.551,109.4,,,,,96.0,25.25,299.0,2312.098,12.3,2432.0,2027.0,,61.059,438.8,120.0,,516.689,3538.715
1982-10-02,36.0,,50.181,97.484,191.0,,,508.756,1243.607,72.39,,,,,83.6,20.3,242.0,2333.855,11.8,2580.4,2094.0,,53.54,425.0,86.8,,521.654,3529.071
1982-10-03,28.3,,42.159,76.101,144.0,,,431.638,1078.73,50.7,,,,,74.0,16.5,215.0,2333.855,10.2,2703.7,2137.0,,52.244,383.6,61.0,,509.305,3567.727
1982-10-04,22.3,,32.617,59.27,111.0,,,343.609,808.6,40.0,,,,,61.4,15.0,197.0,2290.45,10.2,2770.2,2147.0,,49.256,269.9,46.1,,474.67,3596.858
1982-10-05,18.5,,27.379,47.992,82.3,,,266.422,661.94,32.32,,,,,55.1,16.5,176.0,2155.896,10.2,2623.6,2132.0,,42.625,129.5,38.6,,386.826,3606.595
1982-10-06,15.9,,24.009,40.469,64.7,,,213.804,459.543,26.08,,,,,47.0,16.0,149.0,1932.604,10.9,2411.2,2018.0,,41.816,51.7,27.4,,335.918,3490.628
1982-10-07,15.4,,22.744,37.622,53.5,,,176.885,393.629,21.76,,,,,47.0,17.0,136.0,1679.511,11.2,2183.0,1999.0,,43.438,30.6,21.3,,243.748,3136.008
1982-10-08,22.3,,31.057,37.622,49.3,,,144.867,349.18,19.2,,,,,46.4,18.1,122.0,1417.54,10.6,1852.9,1962.0,,42.625,22.24,16.9,,209.361,2681.77
1982-10-09,16.9,,24.659,38.189,49.0,,,122.084,292.129,15.64,,,,,45.2,17.0,106.0,1149.378,10.1,1574.8,1596.0,,44.256,19.38,13.8,,156.132,2232.64
1982-10-10,12.7,,21.524,37.056,46.6,,,104.459,250.066,14.2,,,,,43.4,19.2,88.8,924.452,11.0,1342.0,1357.0,,51.385,15.62,12.5,,121.491,1852.722
1982-10-11,18.0,,32.617,39.897,47.5,,,91.333,221.163,12.24,,,,,40.0,28.0,73.0,757.021,10.2,1059.8,1120.0,,51.385,14.1,11.9,,69.981,1521.077
1982-10-12,14.0,,23.37,45.369,49.9,,,78.922,193.548,11.12,,,,,40.0,25.25,64.6,672.577,11.3,811.8,918.0,,45.905,11.68,10.1,,39.361,1245.061
1982-10-13,18.0,,25.995,44.499,51.8,,,65.005,149.892,11.12,,,,,55.8,22.5,73.5,576.263,11.2,704.6,790.0,,42.625,11.45,9.52,,22.846,1038.043
1982-10-14,14.9,,22.744,42.765,48.1,,,56.337,126.014,11.44,,,,,47.0,19.2,101.0,519.72,10.6,588.0,678.0,,39.814,10.76,8.53,,23.778,868.89
1982-10-15,10.4,,15.126,37.339,45.1,,,46.862,113.779,11.12,,,,,37.0,16.0,83.4,439.299,10.1,516.6,588.0,,37.451,9.464,7.87,,22.539,758.616
1982-10-16,7.36,,12.894,31.737,39.7,,,41.766,100.404,9.432,,,,,30.2,14.0,64.6,379.634,9.63,459.1,540.0,,34.748,9.046,7.33,,21.026,664.157
1982-10-17,6.6,,12.068,27.892,34.9,,,40.529,88.878,11.28,,,,,27.4,13.0,50.4,342.455,9.63,410.0,466.0,,36.285,8.21,6.89,,20.431,549.314
1982-10-18,55.7,,80.796,60.475,36.1,,,39.916,85.259,12.4,,,,,73.3,19.75,107.0,350.248,12.8,395.0,407.0,,44.256,9.464,8.24,,24.724,538.061
1982-10-19,24.6,,62.819,89.301,91.0,,,43.018,83.491,14.02,,,,,69.8,14.0,119.0,404.63,11.2,415.0,407.0,,49.679,19.66,9.11,,32.424,534.336
1982-10-20,12.2,,16.088,43.92,80.0,,,48.833,81.748,13.48,,,,,54.4,12.5,135.0,387.871,9.77,425.0,460.0,,45.078,18.26,9.52,,31.723,545.55
1982-10-21,14.9,,15.126,45.659,57.2,,,74.163,169.243,47.24,,,,,35.0,11.62,149.0,368.801,9.63,410.0,402.0,,40.612,14.1,10.4,,31.375,526.925
1982-10-22,210.0,,251.932,228.102,89.0,,,298.539,529.014,155.8,,,,,131.9,28.0,229.0,552.599,27.2,453.7,414.0,,37.842,73.28,22.4,,139.316,710.594
1982-10-23,499.0,,753.416,1456.719,652.0,,,534.428,1165.143,254.0,,,,,690.8,436.0,454.0,1149.378,70.0,1068.4,929.0,,64.697,277.6,219.0,,579.873,2104.505
1982-10-24,196.0,,278.694,1201.138,1263.0,,,726.03,1839.944,247.7,,,,,860.0,256.0,795.0,2121.217,49.7,1468.4,1427.0,,128.756,324.4,456.0,,646.917,2878.263
1982-10-25,76.0,,113.076,587.939,882.0,,,803.831,2222.303,185.0,,,,,299.0,65.0,1181.0,3063.273,26.9,1888.3,1783.0,,194.639,497.0,337.0,,770.643,3616.345
1982-10-26,52.4,,77.398,284.954,598.0,,,769.528,2100.645,128.0,,,,,163.8,35.9,1022.0,3881.494,18.4,2551.8,2233.0,,237.289,545.5,204.0,,788.878,4482.806
1982-10-27,38.6,,59.18,182.938,422.0,,,655.182,1757.04,107.0,,,,,102.2,26.9,733.0,4355.396,14.5,3372.6,2843.0,,172.819,500.3,96.2,,910.342,5821.313
1982-10-28,30.8,,45.057,117.298,264.0,,,527.533,1396.416,66.1,,,,,79.6,22.5,563.0,4375.781,11.8,4193.4,3333.0,,88.767,435.0,60.2,,1000.332,7019.091
1982-10-29,24.1,,35.896,88.349,159.0,,,431.638,1047.219,33.36,,,,,65.6,19.2,467.0,4075.376,11.2,4424.0,3645.0,,57.928,344.1,38.0,,1026.299,7019.091
1982-10-30,22.3,,32.617,57.769,114.0,,,320.757,777.756,27.52,,,,,55.8,16.0,377.0,3609.398,10.9,4298.2,3675.0,,48.411,188.6,26.5,,1063.041,7019.091
1982-10-31,21.2,,31.83,50.046,78.4,,,235.786,571.124,20.22,,,,,48.2,14.0,304.0,3148.095,10.6,3788.0,3520.0,,48.833,46.96,18.2,,859.558,6497.542
1982-11-01,14.5,,21.524,41.328,85.0,,,192.692,479.445,16.4,,,,,42.2,12.0,266.0,2921.94,9.92,3508.0,3173.0,,61.963,16.66,13.7,,525.4,5710.204
1982-11-02,41.6,,65.328,75.79,65.0,,,170.277,420.651,38.88,,,,,82.8,43.9,374.0,2856.674,27.2,3127.0,3009.0,,48.411,43.56,24.2,,335.918,4905.608
1982-11-03,524.0,,691.321,408.782,160.0,,,204.312,493.843,134.0,,,,,703.4,576.3,493.0,3080.138,124.0,3127.0,3426.0,,44.256,307.8,139.0,,426.446,5946.035
1982-11-04,233.0,,337.117,1344.74,683.0,,,238.282,568.078,219.2,,,,,1021.6,266.0,851.0,3581.859,53.6,3207.4,3375.0,,52.244,396.2,242.0,,910.342,6212.292
1982-11-05,77.0,,116.051,627.176,901.0,,,266.422,592.607,208.3,,,,,359.7,96.0,1513.0,3674.101,31.1,3339.0,3341.0,,88.767,389.0,179.0,,974.836,6034.133
1982-11-06,78.0,,102.445,303.064,608.0,,,346.51,747.343,158.0,,,,,198.0,50.4,1038.0,3436.899,30.1,3508.0,3341.0,,281.728,349.0,136.0,,938.408,5920.983
1982-11-07,54.0,,74.062,211.346,456.0,,,455.698,1005.963,105.0,,,,,163.8,35.9,783.0,3260.235,26.5,3568.2,3341.0,,395.614,329.6,103.0,,812.529,5747.12
1982-11-08,37.9,,60.377,133.88,289.0,,,473.672,1132.331,67.95,,,,,127.5,29.65,634.0,3063.273,25.0,3355.8,3277.0,,332.279,329.6,59.5,,738.259,5527.422
1982-11-09,29.5,,49.126,90.572,203.0,,,428.47,1005.963,59.0,,,,,86.8,24.7,537.0,2856.674,24.4,3135.0,3083.0,,237.289,276.0,47.0,,574.519,5241.209
1982-11-10,36.6,,51.251,69.61,126.0,,,377.554,975.587,44.45,,,,,70.5,30.75,422.0,2657.835,29.8,2969.2,2861.0,,192.739,168.5,32.0,,394.939,4928.394
1982-11-11,557.0,,514.944,689.779,261.0,,,500.312,1260.768,249.1,,,,,866.0,575.0,304.0,2808.247,114.0,3143.0,3083.0,,187.7,202.0,55.8,,471.185,5031.586
1982-11-12,169.0,,247.81,1149.877,608.0,,,507.063,1324.742,292.9,,,,,832.0,236.0,268.0,3190.975,53.1,3406.2,3209.0,,383.463,398.0,310.0,,848.944,5288.378
1982-11-13,69.1,,106.26,525.101,713.0,,,398.839,1031.647,235.2,,,,,311.0,132.0,241.0,3843.329,27.9,3551.0,3293.0,,803.624,466.0,273.0,,873.856,5527.422
1982-11-14,50.8,,68.372,265.531,601.0,,,298.539,727.308,171.0,,,,,172.6,115.8,288.0,4324.913,26.5,4155.8,3597.0,,595.373,456.0,153.0,,919.63,5821.313
1982-11-15,120.0,,122.098,210.762,406.0,,,223.467,555.953,109.4,,,,,215.0,132.0,270.0,4065.561,22.7,4443.8,3958.0,,481.952,444.2,102.0,,893.792,5996.297
1982-11-16,51.6,,72.417,168.466,317.0,,,180.226,445.513,88.68,,,,,219.0,80.0,316.0,3655.551,18.3,4250.2,4074.0,,377.496,402.0,71.9,,770.643,6059.425
1982-11-17,38.6,,51.251,105.048,211.0,,,146.921,367.253,54.28,,,,,139.6,56.6,356.0,3251.533,15.7,3752.2,3875.0,,327.997,265.7,50.5,,639.688,5958.58
1982-11-18,30.8,,41.222,78.281,149.0,,,116.399,273.147,40.0,,,,,95.0,46.8,429.0,2696.984,21.5,3183.1,3511.0,,213.938,140.5,36.9,,468.873,5722.496
1982-11-19,130.0,,217.16,263.503,191.0,,,146.921,367.253,69.8,,,,,740.2,397.6,580.0,2276.08,38.1,2899.5,3146.0,,174.046,111.0,36.1,,205.114,5431.165
1982-11-20,110.0,,158.75,582.492,374.0,,,165.928,367.253,84.58,,,,,828.0,181.5,717.0,2080.002,27.2,2652.6,2798.0,,195.274,170.0,51.2,,247.521,4939.806
1982-11-21,52.4,,86.888,292.832,436.0,,,147.953,309.107,92.02,,,,,325.0,105.0,580.0,2107.43,16.6,2342.4,2452.0,,235.631,202.0,68.4,,294.48,4471.939
1982-11-22,38.6,,64.065,175.604,345.0,,,101.777,214.674,86.22,,,,,152.8,63.6,464.0,2176.85,14.8,2041.6,2219.0,,209.387,210.8,86.3,,314.943,4027.542
1982-11-23,29.5,,47.062,110.299,225.0,,,74.163,165.306,58.66,,,,,108.8,38.9,369.0,2032.468,14.3,1835.2,2094.0,,119.864,202.0,76.1,,294.48,3665.295
1982-11-24,23.5,,35.896,76.412,153.0,,,60.609,144.251,40.0,,,,,78.0,26.9,277.0,1778.45,13.4,1702.0,1980.0,,75.971,115.5,51.9,,200.201,3255.169
1982-11-25,19.0,,29.548,56.272,78.4,,,54.248,129.591,29.98,,,,,67.7,23.05,174.0,1468.021,12.5,1618.0,1839.0,,63.782,59.65,30.1,,114.622,2834.951
1982-11-26,15.9,,32.617,46.824,50.5,,,44.285,124.239,21.1,,,,,60.0,20.85,134.0,1199.574,12.1,1427.4,1618.0,,56.601,27.46,17.3,,68.111,2420.043
1982-11-27,14.5,,29.548,59.27,45.1,,,38.701,113.779,17.4,,,,,60.0,18.65,117.0,855.314,11.8,1287.8,1357.0,,50.53,12.14,12.7,,48.42,2186.98
1982-11-28,15.4,,26.681,46.824,63.6,,,36.908,110.365,15.1,,,,,51.8,16.5,102.0,737.356,11.8,1148.0,1135.0,,47.572,9.882,10.7,,38.232,1709.415
1982-11-29,14.0,,22.744,38.757,58.9,,,35.731,100.404,13.48,,,,,47.6,14.0,95.2,549.262,11.5,1017.2,871.0,,45.905,9.046,9.42,,32.424,1199.901
1982-11-30,11.3,,17.607,35.365,51.2,,,34.569,83.491,12.08,,,,,45.2,12.0,85.5,475.511,11.2,864.4,705.0,,43.847,8.21,8.91,,28.308,1090.681
1982-12-01,9.64,,17.09,32.014,48.1,,,32.856,78.343,21.98,,,,,38.0,10.48,270.0,399.001,12.1,732.2,585.0,,47.153,17.7,11.2,,28.308,794.535
1982-12-02,9.64,,15.602,30.356,45.1,,,31.178,73.431,36.64,,,,,41.0,10.86,263.0,393.415,11.3,594.0,508.0,,50.53,25.88,12.8,,30.34,655.884
1982-12-03,10.0,,15.126,27.076,41.2,,,31.178,71.844,36.08,,,,,41.6,10.86,266.0,360.786,10.6,483.4,471.0,,49.679,29.06,14.3,,55.561,623.314
1982-12-04,7.74,,13.321,22.254,37.6,,,31.178,87.055,34.4,,,,,33.0,9.72,250.0,339.878,10.2,425.0,443.0,,45.078,26.5,14.0,,72.347,583.779
1982-12-05,6.6,,11.668,19.633,35.2,,,31.178,88.878,26.8,,,,,27.0,8.96,235.0,307.333,9.92,380.0,414.0,,38.234,19.94,11.1,,51.734,538.061
1982-12-06,6.32,,10.524,20.676,31.9,,,30.079,88.878,18.8,,,,,26.3,8.96,229.0,292.907,12.3,340.5,393.0,,37.451,14.1,8.34,,34.921,501.399
1982-12-07,15.9,,19.221,21.727,30.8,,,28.996,87.055,13.3,,,,,31.5,8.2,231.0,281.171,11.8,308.0,371.0,,39.814,10.53,7.06,,26.33,462.577
1982-12-08,11.3,,17.09,24.115,33.1,,,27.929,76.68,10.96,,,,,41.0,15.0,243.0,276.549,10.6,283.0,349.0,,36.673,8.837,6.39,,21.325,438.694
1982-12-09,6.32,,10.897,22.254,33.7,,,26.358,71.844,9.584,,,,,30.2,12.5,251.0,249.681,10.2,263.2,332.0,,33.608,8.016,5.83,,19.552,408.925
1982-12-10,5.5,,8.791,18.081,28.8,,,24.321,62.84,8.712,,,,,22.74,10.48,242.0,234.69,9.92,255.6,326.0,,31.734,7.046,5.6,,18.403,386.501
1982-12-11,4.95,,8.156,16.039,25.2,,,22.35,57.311,8.002,,,,,20.08,8.96,51.3,212.141,9.63,248.0,307.0,,30.257,6.27,5.22,,16.729,367.788
1982-12-12,4.4,,7.552,14.53,23.2,,,19.064,47.324,7.332,,,,,18.74,7.285,46.2,192.704,9.33,240.4,286.0,,29.527,6.053,4.92,,16.184,343.566
1982-12-13,29.5,,30.296,20.676,22.9,,,16.416,38.663,6.804,,,,,41.6,16.0,49.4,181.525,9.77,229.0,270.0,,29.163,6.27,7.15,,16.184,325.945
1982-12-14,22.9,,31.057,50.929,42.7,,,18.611,35.734,7.068,,,,,61.4,10.48,237.0,183.363,9.63,218.8,250.0,,28.441,7.822,7.33,,17.558,303.179
1982-12-15,10.4,,15.126,31.737,48.1,,,30.627,58.659,7.068,,,,,33.0,8.58,256.0,196.511,9.04,212.0,238.0,,28.081,8.419,16.5,,21.929,292.108
1982-12-16,6.98,,10.897,21.201,35.5,,,32.293,54.683,6.54,,,,,24.2,7.59,227.0,230.499,8.74,225.6,270.0,,28.441,9.464,34.0,,40.502,286.65
1982-12-17,5.5,,8.791,19.633,28.5,,,27.401,43.927,6.54,,,,,30.2,8.96,214.0,267.428,17.3,263.2,300.0,,70.267,42.46,34.3,,181.675,480.028
1982-12-18,6.98,,9.459,18.596,23.9,,,27.401,40.71,11.12,,,,,48.2,8.2,259.0,290.539,12.6,308.0,328.0,,55.721,82.42,31.1,,219.397,549.314
1982-12-19,15.4,,16.584,20.938,22.9,,,32.293,48.497,14.92,,,,,46.4,43.9,84.5,309.774,13.6,333.6,358.0,,49.256,82.81,44.6,,276.117,655.884
1982-12-20,11.8,,25.321,28.984,25.2,,,37.501,75.043,13.3,,,,,37.0,20.3,74.6,324.638,12.5,356.6,340.0,,39.022,70.36,48.9,,245.255,655.884
1982-12-21,5.5,,10.897,24.382,34.9,,,39.306,90.729,10.04,,,,,25.6,15.0,64.1,319.642,10.2,372.7,349.0,,33.608,57.36,40.8,,163.188,623.314
1982-12-22,18.0,,7.552,16.801,28.5,,,37.501,96.449,8.428,,,,,21.22,11.24,57.4,304.903,9.48,365.8,332.0,,34.367,29.7,30.8,,80.112,545.55
1982-12-23,14.9,,34.23,46.241,30.8,,,35.148,90.729,6.804,,,,,29.0,13.0,49.4,295.286,21.5,349.7,334.0,,35.899,10.53,22.8,,48.83,494.223
1982-12-24,24.6,,24.009,37.056,46.9,,,32.856,83.491,7.464,,,,,48.2,52.4,241.0,290.539,17.8,329.0,354.0,,69.798,9.464,20.6,,42.432,508.627
1982-12-25,9.26,,19.78,41.041,46.3,,,30.627,68.745,8.854,,,,,55.8,26.9,284.0,290.539,12.3,324.8,358.0,,63.325,33.9,50.2,,55.561,512.26
1982-12-26,6.6,,10.897,24.918,39.4,,,28.46,64.28,7.596,,,,,29.4,21.4,268.0,288.182,10.9,324.8,356.0,,53.974,56.4,73.7,,90.233,494.223
1982-12-27,4.67,,8.791,16.801,28.5,,,26.358,62.84,6.18,,,,,23.12,18.1,255.0,249.681,10.1,295.4,356.0,,43.031,52.63,61.0,,100.801,480.028
1982-12-28,3.85,,7.262,15.534,22.2,,,24.321,62.84,5.34,,,,,17.46,15.0,244.0,218.169,9.33,255.6,326.0,,34.367,27.14,24.4,,78.633,442.067
1982-12-29,4.12,,6.438,14.032,19.5,,,21.868,61.423,4.468,,,,,14.7,12.0,240.0,194.603,9.04,225.6,290.0,,30.624,9.464,16.6,,52.154,405.683
1982-12-30,3.47,,5.925,12.306,18.1,,,19.064,49.692,3.765,,,,,13.5,11.62,238.0,167.177,8.74,208.6,270.0,,28.441,6.053,9.11,,33.13,373.974
1982-12-31,3.09,,5.679,11.333,16.6,,,15.569,35.734,3.377,,,,,12.5,10.48,236.0,150.135,8.45,182.2,238.0,,26.658,5.619,6.89,,21.626,331.767
1983-01-01,2.72,,4.984,10.372,15.0,,,12.363,26.355,3.108,,,,,11.5,9.72,55.1,118.995,8.17,162.5,,,25.604,5.185,5.75,,16.184,286.65
1983-01-02,2.34,,4.554,8.484,13.7,,,10.873,19.509,2.764,,,,,10.44,8.58,49.0,110.409,8.17,152.0,,,24.909,4.317,5.14,,15.115,252.44
1983-01-03,2.34,,4.15,8.252,12.5,,,10.157,17.171,2.347,,,,,9.6,7.59,44.3,102.17,8.17,134.7,,,24.22,3.42,4.35,,13.564,227.615
1983-01-04,2.34,,3.771,16.547,13.1,,,14.74,25.602,2.201,,,,,9.32,9.72,49.4,92.991,9.77,125.6,,,27.723,3.42,3.67,,18.403,211.009
1983-01-05,34.6,,39.391,28.164,39.1,,,48.833,108.666,4.795,,,,,34.0,46.8,56.5,91.718,9.63,115.8,,,64.697,22.24,3.74,,25.042,204.087
1983-01-06,30.1,,53.438,56.272,50.5,,,74.163,127.798,37.2,,,,,65.6,23.6,63.6,204.246,9.33,128.2,,,53.974,64.7,5.75,,44.395,222.806
1983-01-07,12.2,,18.134,33.964,48.4,,,100.005,171.223,103.0,,,,,52.4,18.1,73.5,292.907,9.33,188.6,,,45.078,71.8,14.3,,87.149,232.477
1983-01-08,8.12,,14.66,22.254,34.6,,,95.63,181.25,97.57,,,,,37.0,16.5,82.4,307.333,9.04,271.0,,,34.367,49.3,32.3,,88.686,370.874
1983-01-09,5.5,,10.161,17.056,29.0,,,72.604,153.695,59.0,,,,,24.9,14.5,89.3,332.211,8.74,333.6,,,31.363,20.5,39.4,,58.169,459.126
1983-01-10,4.4,,7.85,13.042,21.9,,,55.637,117.229,34.96,,,,,23.12,13.0,98.5,345.042,8.45,370.4,,,27.012,11.68,32.5,,48.42,466.041
1983-01-11,3.66,,6.705,10.372,18.1,,,33.423,75.043,17.6,,,,,21.22,11.62,107.0,309.774,8.6,338.2,,,25.604,8.628,23.2,,35.647,466.041
1983-01-12,3.09,,5.679,9.658,15.2,,,18.163,47.324,11.6,,,,,18.1,10.48,116.0,226.348,8.6,316.4,,,24.564,6.658,17.1,,25.042,455.688
1983-01-13,2.72,,4.984,8.252,13.7,,,12.748,31.214,8.428,,,,,13.0,9.34,116.0,170.704,8.17,255.6,,,23.196,6.27,13.8,,18.974,402.453
1983-01-14,2.72,,4.349,8.951,12.5,,,11.984,21.407,6.804,,,,,12.25,12.5,102.0,143.594,19.3,236.6,,,65.616,36.1,15.0,,49.653,405.683
1983-01-15,2.34,,3.771,7.103,11.2,,,13.137,19.509,4.904,,,,,11.75,19.75,92.0,130.983,13.1,212.0,,,47.991,46.96,18.7,,119.76,476.512
1983-01-16,2.34,,3.771,6.426,10.6,,,13.531,19.509,2.764,,,,,20.08,10.48,75.1,116.094,10.4,195.0,,,35.899,37.6,25.7,,115.189,459.126
1983-01-17,2.72,,3.59,5.537,10.2,,,12.363,19.509,3.28,,,,,13.5,7.59,64.6,100.83,9.33,182.2,,,29.891,22.24,18.5,,62.614,445.453
1983-01-18,2.34,,3.416,5.537,8.17,,,11.609,18.313,2.764,,,,,9.32,8.58,54.1,90.454,9.33,170.0,,,26.658,10.3,9.22,,43.213,355.573
1983-01-19,2.15,,3.085,5.758,7.6,,,10.513,17.171,2.592,,,,,9.32,7.59,49.0,85.494,9.04,156.5,,,25.604,7.434,5.83,,29.317,257.56
1983-01-20,1.96,,3.085,12.55,12.5,,,10.157,16.082,2.42,,,,,8.76,8.58,45.3,80.684,9.04,147.7,,,24.909,6.27,4.29,,21.325,215.689
1983-01-21,1.96,,2.776,6.426,12.5,,,9.461,14.054,2.274,,,,,8.48,7.895,33.0,72.626,8.74,136.0,,,24.22,6.27,3.61,,15.914,192.808
1983-01-22,1.96,,2.776,5.318,9.78,,,8.128,13.114,1.982,,,,,6.7,6.98,23.3,69.313,8.74,125.6,,,24.909,6.27,3.04,,12.321,175.434
1983-01-23,1.96,,2.629,5.537,8.36,,,6.878,11.37,1.763,,,,,5.24,6.065,20.2,66.082,8.17,114.6,,,23.536,5.402,2.8,,12.321,162.946
1983-01-24,1.8,,2.488,4.239,7.03,,,6.579,10.565,1.566,,,,,6.45,5.15,24.0,67.15,8.45,106.28,,,23.536,4.534,2.68,,10.763,143.167
1983-01-25,1.65,,2.222,4.667,7.41,,,7.493,10.565,2.42,,,,,8.76,4.7,28.4,81.872,12.8,123.0,,,22.858,4.1,3.67,,9.99,137.485
1983-01-26,2.34,,2.629,11.092,13.7,,,10.157,13.578,5.34,,,,,13.5,5.15,33.0,110.409,18.3,185.4,,,29.891,14.1,8.24,,29.997,197.28
1983-01-27,2.34,,3.085,11.092,19.5,,,11.984,15.043,11.44,,,,,15.9,4.7,36.4,183.363,17.8,234.7,,,38.234,38.14,19.0,,72.823,305.979
1983-01-28,2.34,,3.085,8.717,16.6,,,14.332,17.735,7.86,,,,,14.4,4.7,40.3,192.704,10.9,271.0,,,35.899,35.6,22.2,,89.716,367.788
1983-01-29,2.34,,3.085,6.877,13.1,,,14.74,20.127,8.286,,,,,12.75,6.37,65.5,153.464,9.63,238.5,,,30.624,19.38,15.5,,61.268,422.026
1983-01-30,3.28,,3.957,52.11,29.0,,,15.569,24.865,17.2,,,,,15.9,19.2,54.6,138.792,9.63,201.8,,,28.441,18.26,10.8,,51.315,396.033
1983-01-31,5.5,,6.98,43.92,69.5,,,17.281,38.663,15.82,,,,,30.2,17.0,59.3,126.415,9.63,170.0,,,27.012,47.83,21.3,,87.66,328.85
1983-02-01,8.5,,9.806,30.908,48.7,,,23.822,40.71,15.64,,,,,26.3,13.0,55.6,126.415,9.77,161.0,,,25.604,51.7,31.1,,99.188,308.793
1983-02-02,4.4,,6.438,25.455,33.4,,,28.996,46.171,14.56,,,,,21.98,11.24,51.3,134.077,9.63,170.0,,,24.564,36.1,33.5,,79.125,331.767
1983-02-03,3.28,,4.554,16.039,23.7,,,32.856,40.71,22.64,,,,,15.3,10.1,46.2,124.911,9.33,164.0,,,23.196,21.08,27.4,,44.395,358.607
1983-02-04,2.34,,3.59,12.061,18.1,,,29.535,32.968,19.2,,,,,13.5,8.96,39.9,116.094,8.45,146.4,,,21.852,9.673,14.8,,30.34,349.543
1983-02-05,1.96,,3.085,9.658,14.2,,,21.868,26.355,14.92,,,,,12.5,7.895,33.8,103.519,8.17,134.7,,,20.86,6.658,7.33,,20.137,320.176
1983-02-06,1.96,,2.776,8.717,12.9,,,17.281,24.865,11.12,,,,,10.44,6.98,24.4,91.718,7.89,123.0,,,20.86,6.27,5.0,,17.003,292.108
1983-02-07,1.8,,3.085,9.422,12.5,,,13.137,24.865,7.596,,,,,9.32,5.76,30.0,84.277,10.2,112.2,,,24.22,6.27,4.15,,16.729,270.588
1983-02-08,1.8,,2.927,16.039,27.6,,,12.748,29.527,6.3,,,,,13.5,4.925,31.3,79.504,10.2,111.0,,,24.564,6.27,3.54,,15.38,270.588
1983-02-09,1.96,,4.15,10.851,22.9,,,14.332,35.734,5.122,,,,,14.1,4.025,26.0,72.626,9.92,103.92,,,29.891,6.053,3.28,,14.332,257.56
1983-02-10,2.9,,4.15,10.611,15.9,,,14.332,34.794,4.25,,,,,14.7,3.35,21.3,62.935,9.33,94.92,,,25.604,5.402,3.41,,13.312,227.615
1983-02-11,2.34,,3.59,9.422,13.5,,,13.929,32.968,3.862,,,,,14.7,3.35,26.4,54.946,8.74,87.49,,,23.536,4.534,2.92,,12.077,199.536
1983-02-12,1.96,,2.927,8.252,12.5,,,13.929,27.908,3.668,,,,,12.25,2.9,22.9,51.17,8.74,81.43,,,22.186,5.836,2.8,,12.321,181.852
1983-02-13,1.8,,2.488,6.877,10.8,,,13.929,25.602,3.474,,,,,9.04,2.6,19.5,47.401,8.6,78.4,,,21.52,6.053,2.74,,11.836,181.852
1983-02-14,1.65,,2.353,5.979,8.96,,,14.74,26.355,3.28,,,,,7.7,2.6,19.8,47.401,8.45,78.4,,,20.86,4.968,2.68,,11.359,179.7
1983-02-15,1.49,,2.096,7.79,10.8,,,44.923,124.239,33.1,,,,,8.76,2.6,28.0,85.494,15.7,91.71,,,28.441,49.3,16.1,,52.154,230.04
1983-02-16,2.9,,4.15,39.327,29.3,,,222.25,476.583,25.12,,,,,29.4,36.5,52.7,167.177,12.8,152.0,,,47.153,188.6,63.0,,219.397,442.067
1983-02-17,57.4,,69.173,59.27,59.3,,,408.104,787.99,39.44,,,,,86.8,32.95,104.0,360.786,10.9,291.2,,,52.244,297.4,148.0,,570.527,607.343
