,49330000,49340080,49370000,49660000,49705000,49740000,49775000
1995-03-16,2242.44,2350.0,2123.64,2021.91,2133.4,,
1995-03-17,2182.14,2120.0,2208.6,2137.54,2133.4,,
1995-03-18,1751.3,1715.0,1911.47,2011.51,2133.4,,
1995-03-19,1777.51,1887.0,1704.36,1622.16,1898.85,,
1995-03-20,1782.78,1915.0,1887.79,1641.36,1761.91,,
1995-03-21,2024.38,2014.0,2065.28,1758.31,1821.13,,
1995-03-22,1863.01,1852.0,1887.79,1847.99,1960.54,,
1995-03-23,1767.0,1857.0,1817.77,1709.22,1872.74,,
1995-03-24,2001.63,2143.0,1919.4,1699.46,1812.6,,
1995-03-25,1917.72,1892.0,2040.54,1939.33,1916.37,,
1995-03-26,1814.61,1815.0,1764.33,1807.93,1987.31,,
1995-03-27,1934.32,1995.0,1967.35,1709.22,1795.61,,
1995-03-28,2087.77,1931.0,2007.83,1807.93,1872.74,,
1995-03-29,1863.01,1898.0,1903.56,1807.93,1942.81,,
1995-03-30,1852.19,1883.0,1879.94,1758.31,1881.43,,
1995-03-31,1852.19,1828.0,1864.29,1728.79,1855.45,,
1995-04-01,1739.4,1705.0,1728.85,1837.69,1880.76,,
1995-04-02,1542.79,1564.0,1547.5,1753.03,1770.75,,
1995-04-03,1711.3,1587.0,1531.32,1633.41,1560.18,,
1995-04-04,1744.1,1951.0,1762.49,1707.68,1546.77,,
1995-04-05,2027.18,2041.0,1994.71,1908.42,1800.18,,
1995-04-06,1957.01,1918.0,1899.02,1972.39,1981.41,,
1995-04-07,1767.72,1815.0,1838.9,1924.31,1944.44,,
1995-04-08,1701.98,1670.0,1653.91,1822.15,1880.76,,
1995-04-09,1632.86,1564.0,1563.72,1700.18,1698.58,,
1995-04-10,1619.19,1685.0,1539.4,1633.41,1533.44,,
1995-04-11,1844.28,1801.0,1703.75,1692.7,1546.77,,
1995-04-12,1637.42,1611.0,1588.16,1760.65,1727.21,,
1995-04-13,1605.58,1596.0,1539.4,1670.34,1642.28,,
1995-04-14,1520.65,1535.0,1491.12,1633.41,1573.67,,
1995-04-15,1533.92,1492.0,1483.11,1604.15,1493.89,,
1995-04-16,1420.76,1423.0,1380.33,1560.75,1455.04,,
1995-04-17,1674.17,1756.0,1459.19,1517.94,1318.33,,
1995-04-18,1503.05,1603.0,1523.25,1655.52,1455.04,,
1995-04-19,1720.64,1800.0,1580.0,1633.41,1520.18,,
1995-04-20,2062.69,2024.0,1804.81,1760.65,1533.44,,
1995-04-21,1623.74,1544.0,1745.64,1900.49,1829.94,,
1995-04-22,1664.95,1622.0,1571.86,1685.23,1712.86,,
1995-04-23,1538.35,1539.0,1475.13,1648.13,1546.77,,
1995-04-24,1781.96,1844.0,1596.34,1604.15,1442.24,,
1995-04-25,1678.79,2048.0,1813.32,1745.43,1587.24,,
1995-04-26,1986.94,2036.0,1924.97,1932.29,1862.79,,
1995-04-27,1844.28,1878.0,1796.32,1908.42,1962.88,,
1995-04-28,1897.8,1867.0,1804.81,1868.96,1898.82,,
1995-04-29,1610.11,1508.0,1596.34,1868.96,1880.76,,
1995-04-30,1525.07,1510.0,1443.31,1640.76,1642.28,,
1995-05-01,1507.03,1471.0,1559.53,1380.42,1598.61,,
1995-05-02,1555.04,1654.0,1545.44,1353.47,1574.87,,
1995-05-03,1836.03,1937.0,1802.41,1462.44,1590.68,,
1995-05-04,2128.74,2176.0,2015.98,1728.79,1761.91,,
1995-05-05,1879.32,1880.0,1991.58,1898.53,1951.66,,
1995-05-06,1599.06,1568.0,1779.51,1768.19,1933.97,,
1995-05-07,1488.09,1420.0,1517.48,1471.66,1778.72,,
1995-05-08,1483.37,1579.0,1517.48,1309.01,1520.23,,
1995-05-09,1830.66,1875.0,1719.25,1362.43,1504.82,,
1995-05-10,1819.95,1837.0,1840.94,1612.6,1687.34,,
1995-05-11,1608.94,1615.0,1711.79,1622.16,1787.15,,
1995-05-12,1555.04,1613.0,1616.59,1453.24,1679.17,,
1995-05-13,1569.63,1663.0,1587.91,1416.65,1646.69,,
1995-05-14,1653.88,1662.0,1696.95,1380.42,1598.61,,
1995-05-15,1550.2,1605.0,1609.39,1462.44,1646.69,,
1995-05-16,1725.33,1825.0,1645.56,1407.56,1614.55,,
1995-05-17,1841.4,1729.0,1749.23,1593.53,1679.17,,
1995-05-18,1846.79,1848.0,1825.48,1603.05,1736.85,,
1995-05-19,1709.86,1714.0,1749.23,1641.36,1778.72,,
1995-05-20,1507.03,1717.0,1638.29,1546.23,1736.85,,
1995-05-21,1359.6,1424.0,1469.25,1371.41,1606.57,,
1995-05-22,1507.03,1635.0,1482.94,1256.39,1474.24,,
1995-05-23,1689.37,1755.0,1682.17,1407.56,1512.51,,
1995-05-24,1550.2,1470.0,1595.06,1508.77,1646.69,,
1995-05-25,1526.12,1475.0,1587.91,1480.91,1590.68,,
1995-05-26,1589.21,1700.0,1559.53,1344.53,1574.87,,
1995-05-27,1555.04,1608.0,1631.04,1434.9,1551.33,,
1995-05-28,1373.02,1427.0,1531.43,1398.49,1606.57,,
1995-05-29,1359.6,1476.0,1455.63,1282.59,1512.51,,
1995-05-30,1350.69,1429.0,1448.85,1239.03,1444.01,,
1995-05-31,1355.14,1433.0,1442.08,1221.76,1429.03,,
1995-06-01,1412.23,1463.0,1349.16,1475.72,1224.48,,
1995-06-02,1628.3,1648.0,1475.13,1496.76,1235.96,,
1995-06-03,1556.15,1537.0,1507.16,1604.15,1391.78,,
1995-06-04,1420.76,1429.0,1356.93,1567.95,1455.04,,
1995-06-05,1516.24,1548.0,1325.94,1489.73,1306.35,,
1995-06-06,1538.35,1503.0,1403.84,1546.42,1306.35,,
1995-06-07,1437.9,1516.0,1341.41,1553.58,1442.24,,
1995-06-08,1637.42,1649.0,1499.13,1560.75,1391.78,,
1995-06-09,1551.69,1526.0,1499.13,1685.23,1573.67,,
1995-06-10,1511.84,1550.0,1411.71,1604.15,1560.18,,
1995-06-11,1494.29,1513.0,1451.24,1582.38,1467.91,,
1995-06-12,1459.47,1652.0,1395.99,1604.15,1507.0,,
1995-06-13,2124.26,2174.0,1907.66,1685.23,1533.44,,
1995-06-14,1961.99,1817.0,2012.26,2029.22,1981.41,,
1995-06-15,1450.82,1430.0,1612.72,1868.96,2009.41,,
1995-06-16,1614.65,1432.0,1349.16,1567.95,1600.88,,
1995-06-17,1481.18,1513.0,1341.41,1496.76,1342.52,,
1995-06-18,1516.24,1516.0,1459.19,1525.04,1294.44,,
1995-06-19,1610.11,1685.0,1411.71,1553.58,1379.36,,
1995-06-20,1758.25,1759.0,1670.47,1648.13,1404.29,,
1995-06-21,1753.53,1682.0,1653.91,1737.85,1656.24,,
1995-06-22,1516.24,1504.0,1475.13,1692.7,1656.24,,
1995-06-23,1494.29,1504.0,1411.71,1575.15,1467.91,,
1995-06-24,1498.67,1500.0,1403.84,1546.42,1367.01,,
1995-06-25,1442.2,1449.0,1380.33,1532.15,1367.01,,
1995-06-26,1683.42,1697.0,1467.15,1539.27,1342.52,,
1995-06-27,1744.1,1775.0,1629.16,1662.92,1455.04,,
1995-06-28,1863.66,1940.0,1670.47,1722.74,1642.28,,
1995-06-29,1996.96,2034.0,1864.59,1845.48,1770.75,,
1995-06-30,1981.94,2130.0,1890.4,1956.3,1953.65,,
1995-07-01,1535.73,1504.0,1794.76,1817.91,1951.66,,
1995-07-02,1377.51,1431.0,1482.94,1471.66,1787.15,,
1995-07-03,1569.63,1714.0,1524.45,1371.41,1654.77,,
1995-07-04,1857.6,1704.0,1817.77,1546.23,1662.88,,
1995-07-05,1720.16,1695.0,1787.12,1699.46,1804.1,,
1995-07-06,1555.04,1613.0,1623.81,1555.64,1753.53,,
1995-07-07,1809.28,1964.0,1652.84,1444.06,1654.77,,
1995-07-08,1643.83,1595.0,1825.48,1612.6,1712.0,,
1995-07-09,1382.02,1416.0,1517.48,1508.77,1770.3,,
1995-07-10,1473.98,1556.0,1482.94,1317.85,1567.0,,
1995-07-11,1638.82,1684.0,1638.29,1371.41,1512.51,,
1995-07-12,1830.66,1846.0,1711.79,1471.66,1622.55,,
1995-07-13,1777.51,1761.0,1825.48,1603.05,1728.55,,
1995-07-14,1653.88,1682.0,1682.17,1574.54,1778.72,,
1995-07-15,1584.3,1593.0,1660.15,1508.77,1703.76,,
1995-07-16,1492.81,1502.0,1545.44,1425.77,1654.77,,
1995-07-17,1564.76,1503.0,1517.48,1344.53,1567.0,,
1995-07-18,1735.69,1875.0,1587.91,1353.47,1535.74,,
1995-07-19,1798.65,1820.0,1840.94,1584.03,1646.69,,
1995-07-20,1767.0,1791.0,1756.77,1641.36,1787.15,,
1995-07-21,1751.3,1739.0,1749.23,1612.6,1761.91,,
1995-07-22,1459.95,1502.0,1652.84,1536.83,1736.85,,
1995-07-23,1459.95,1499.0,1510.54,1371.41,1598.61,,
1995-07-24,1455.29,1503.0,1510.54,1317.85,1535.74,,
1995-07-25,1694.48,1794.0,1652.84,1344.53,1535.74,,
1995-07-26,2012.98,1977.0,1887.79,1603.05,1646.69,,
1995-07-27,1803.96,1829.0,1802.41,1728.79,1846.84,,
1995-07-28,1819.95,1865.0,1840.94,1670.32,1838.24,,
1995-07-29,1788.06,1754.0,1779.51,1641.36,1829.67,,
1995-07-30,1530.92,1475.0,1580.79,1565.08,1770.3,,
1995-07-31,1432.14,1488.0,1503.61,1344.53,1614.55,,
1995-08-01,1485.55,1530.0,1395.99,1532.15,1367.01,,
1995-08-02,2083.12,2122.0,1762.49,1596.88,1354.73,,
1995-08-03,1815.39,1863.0,1813.32,1900.49,1800.18,,
1995-08-04,1655.75,1704.0,1604.52,1798.97,1880.76,,
1995-08-05,1556.15,1556.0,1507.16,1677.78,1670.27,,
1995-08-06,1481.18,1478.0,1411.71,1589.62,1493.89,,
1995-08-07,1538.35,1579.0,1395.99,1517.94,1354.73,,
1995-08-08,2234.05,2301.0,1770.93,1582.38,1367.01,,
1995-08-09,1996.96,1982.0,2021.05,2029.22,1889.78,,
1995-08-10,1966.97,1947.0,1847.45,1988.54,2066.12,,
1995-08-11,1796.25,1741.0,1728.85,1916.36,1981.41,,
1995-08-12,1632.86,1600.0,1612.72,1760.65,1898.82,,
1995-08-13,1494.29,1482.0,1467.15,1648.13,1642.28,,
1995-08-14,1507.44,1526.0,1395.99,1546.42,1429.51,,
1995-08-15,1805.81,1831.0,1604.52,1553.58,1354.73,,
1995-08-16,1991.95,2008.0,1821.83,1737.85,1560.18,,
1995-08-17,1868.52,1862.0,1830.36,1892.59,1880.76,,
1995-08-18,1734.7,1692.0,1678.77,1853.29,1898.82,,
1995-08-19,1605.58,2328.0,1515.2,1715.2,1741.64,,
1995-08-20,1592.03,1588.0,1483.11,1633.41,1533.44,,
1995-08-21,1601.06,1637.0,1483.11,1604.15,1455.04,,
1995-08-22,1942.13,2013.0,1678.77,1640.76,1467.91,,
1995-08-23,1922.37,1882.0,1847.45,1837.69,1727.21,,
1995-08-24,1878.26,1834.0,1796.32,1884.7,1907.9,,
1995-08-25,1660.34,1592.0,1620.93,1837.69,1898.82,,
1995-08-26,1587.52,1564.0,1523.25,1685.23,1698.58,,
1995-08-27,1529.49,1552.0,1395.99,1611.44,1520.18,,
1995-08-28,1781.96,1777.0,1612.72,1596.88,1404.29,,
1995-08-29,1786.71,1777.0,1670.47,1722.74,1573.67,,
1995-08-30,1791.48,1783.0,1670.47,1760.65,1712.86,,
1995-08-31,1781.96,1777.0,1678.77,1768.28,1785.43,,
1995-09-01,1973.41,1992.0,1848.71,1593.53,1753.53,,
1995-09-02,1788.06,1780.0,1864.29,1768.19,1795.61,,
1995-09-03,1446.0,1481.0,1638.29,1622.16,1829.67,,
1995-09-04,1699.6,1876.0,1517.48,1434.9,1646.69,,
1995-09-05,1962.19,1740.0,1864.29,1584.03,1630.58,,
1995-09-06,1846.79,1828.0,1825.48,1622.16,1795.61,,
1995-09-07,1584.3,1557.0,1704.36,1631.75,1804.1,,
1995-09-08,1459.95,1496.0,1524.45,1444.06,1703.76,,
1995-09-09,1669.04,1700.0,1602.22,1353.47,1567.0,,
1995-09-10,1441.37,1482.0,1580.79,1434.9,1606.57,,
1995-09-11,1674.11,1911.0,1510.54,1326.72,1574.87,,
1995-09-12,1895.72,1992.0,1935.31,1603.05,1630.58,,
1995-09-13,1814.61,1818.0,1903.56,1778.1,1872.74,,
1995-09-14,2076.15,2105.0,1734.2,1650.99,1864.09,,
1995-09-15,1852.19,1802.0,2065.28,1837.94,1846.84,,
1995-09-16,1559.9,1657.0,1645.56,1709.22,1925.16,,
1995-09-17,1502.28,1539.0,1638.29,1490.17,1695.54,,
1995-09-18,1559.9,1900.0,1580.79,1389.44,1614.55,,
1995-09-19,2158.31,2220.0,1999.7,1641.36,1646.69,,
1995-09-20,1863.01,1900.0,2065.28,1949.58,1933.97,,
1995-09-21,1863.01,2097.0,1771.91,1778.1,1969.44,,
1995-09-22,1928.78,1878.0,2065.28,1827.92,1872.74,,
1995-09-23,1638.82,1618.0,1749.23,1778.1,1969.44,,
1995-09-24,1584.3,1623.0,1638.29,1527.46,1770.3,,
1995-09-25,1973.41,1987.0,1817.77,1416.65,1654.77,,
1995-09-26,1873.88,1848.0,1895.67,1718.99,1795.61,,
1995-09-27,1809.28,1805.0,1802.41,1689.72,1855.45,,
1995-09-28,1809.28,1798.0,1779.51,1631.75,1812.6,,
1995-09-29,2001.63,2029.0,1856.49,1612.6,1778.72,,
1995-09-30,1679.19,1645.0,1864.29,1788.02,1855.45,,
1995-10-01,1669.55,1676.0,1563.72,1753.03,1853.85,,
1995-10-02,1692.69,1727.0,1563.72,1677.78,1600.88,,
1995-10-03,1762.98,2044.0,1728.85,1722.74,1600.88,,
1995-10-04,2255.26,2174.0,2029.86,1948.28,1844.93,,
1995-10-05,1961.99,1937.0,1951.03,2070.29,2075.66,,
1995-10-06,1907.61,1947.0,1804.81,1940.27,2028.21,,
1995-10-07,1796.25,1719.0,1796.32,1924.31,1953.65,,
1995-10-08,1529.49,1502.0,1523.25,1753.03,1880.76,,
1995-10-09,1820.19,1873.0,1531.32,1596.88,1560.18,,
1995-10-10,2134.6,2172.0,1977.2,1783.59,1600.88,,
1995-10-11,1957.01,1956.0,1933.65,2037.4,2000.05,,
1995-10-12,1669.55,1605.0,1695.41,1948.28,2028.21,,
1995-10-13,1730.01,1835.0,1604.52,1730.29,1815.02,,
1995-10-14,1888.02,1820.0,1779.38,1768.28,1684.39,,
1995-10-15,1730.01,1685.0,1637.39,1791.27,1800.18,,
1995-10-16,1844.28,1891.0,1670.47,1722.74,1698.58,,
1995-10-17,2088.24,2090.0,1873.18,1829.91,1741.64,,
1995-10-18,2103.64,2063.0,2038.68,2012.9,1953.65,,
1995-10-19,1981.94,2037.0,1881.78,2029.22,2075.66,,
1995-10-20,2052.52,2128.0,2012.26,2021.05,2028.21,,
1995-10-21,2037.29,1976.0,2021.05,2070.29,2085.23,,
1995-10-22,1632.86,1611.0,1712.11,1980.46,2094.82,,
1995-10-23,1801.02,1890.0,1612.72,1730.29,1844.93,,
1995-10-24,2088.24,2086.0,1916.31,1806.68,1712.86,,
1995-10-25,2108.79,2139.0,2012.26,2045.6,1981.41,,
1995-10-26,2007.01,2086.0,2003.48,2095.14,2114.1,,
1995-10-27,1947.09,1865.0,2021.05,2070.29,2114.1,,
1995-10-28,1762.98,1743.0,1695.41,1940.27,2056.6,,
1995-10-29,1442.2,1474.0,1555.6,1760.65,1844.93,,
1995-10-30,1516.24,1628.0,1459.19,1596.88,1573.67,,
1995-10-31,2067.79,2064.0,1737.24,1648.13,1455.04,,
1995-11-01,1803.96,2482.0,1879.94,1768.19,1787.15,,
1995-11-02,1679.19,1925.0,1817.77,1728.79,1872.74,,
1995-11-03,1782.78,1817.0,1704.36,1536.83,1778.72,,
1995-11-04,1777.51,1715.0,1764.33,1593.53,1728.55,,
1995-11-05,1483.37,1517.0,1638.29,1555.64,1745.18,,
1995-11-06,1540.54,1641.0,1566.6,1380.42,1646.69,,
1995-11-07,1798.65,1824.0,1749.23,1425.77,1590.68,,
1995-11-08,1809.28,1826.0,1794.76,1603.05,1712.0,,
1995-11-09,1798.65,1826.0,1802.41,1612.6,1778.72,,
1995-11-10,1798.65,1929.0,1794.76,1631.75,1787.15,,
1995-11-11,1868.44,1782.0,1943.29,1718.99,1804.1,,
1995-11-12,1446.0,1479.0,1587.91,1622.16,1838.24,,
1995-11-13,1895.72,1852.0,1609.39,1353.47,1622.55,,
1995-11-14,2291.42,2427.0,2057.01,1612.6,1614.55,,
1995-11-15,1669.04,1618.0,1895.67,1918.89,1951.66,,
1995-11-16,1643.83,1761.0,1631.04,1584.03,1846.84,,
1995-11-17,1917.72,2000.0,1856.49,1555.64,1695.54,,
1995-11-18,1879.32,1773.0,1927.34,1768.19,1855.45,,
1995-11-19,1483.37,1566.0,1645.56,1660.64,1864.09,,
1995-11-20,1599.06,1708.0,1573.68,1416.65,1679.17,,
1995-11-21,1793.35,1862.0,1779.51,1444.06,1606.57,,
1995-11-22,2035.81,2044.0,1927.34,1641.36,1761.91,,
1995-11-23,1841.4,1768.0,1872.1,1807.93,1916.37,,
1995-11-24,1901.2,1937.0,1848.71,1689.72,1872.74,,
1995-11-25,1674.11,1698.0,1787.12,1718.99,1864.09,,
1995-11-26,1516.56,1555.0,1623.81,1565.08,1787.15,,
1995-11-27,1674.11,1761.0,1638.29,1416.65,1646.69,,
1995-11-28,1803.96,1826.0,1787.12,1518.1,1662.88,,
1995-11-29,1793.35,1827.0,1794.76,1612.6,1753.53,,
1995-11-30,1873.88,1943.0,1810.08,1612.6,1770.3,,
1995-12-01,1888.02,1845.0,1830.36,1845.48,1853.85,,
1995-12-02,1574.04,1596.0,1653.91,1845.48,1889.78,,
1995-12-03,1386.77,1398.0,1411.71,1662.92,1684.39,,
1995-12-04,1660.34,1849.0,1419.59,1567.95,1379.36,,
1995-12-05,2078.01,2269.0,1968.47,1722.74,1455.04,,
1995-12-06,2478.07,2536.0,2382.38,2120.12,2009.41,,
1995-12-07,1878.26,1836.0,2038.68,2329.02,2343.38,,
1995-12-08,1796.25,1765.0,1728.85,1948.28,2104.45,,
1995-12-09,1641.99,1597.0,1612.72,1783.59,1871.76,,
1995-12-10,1503.05,1466.0,1499.13,1677.78,1656.24,,
1995-12-11,1560.61,1697.0,1388.15,1553.58,1455.04,,
1995-12-12,2134.6,2166.0,1821.83,1626.07,1404.29,,
1995-12-13,2139.78,2309.0,1881.78,1988.54,1880.76,,
1995-12-14,2281.9,2492.0,2317.83,2155.13,2094.82,,
1995-12-15,1839.45,1921.0,2118.57,2348.76,2343.38,,
1995-12-16,1744.1,1638.0,1847.45,2021.05,2152.96,,
1995-12-17,1303.48,1504.0,1475.13,1745.43,1889.78,,
1995-12-18,1674.17,1746.0,1515.2,1582.38,1520.18,,
1995-12-19,1824.99,1878.0,1712.11,1700.18,1546.77,,
1995-12-20,1957.01,1921.0,1838.9,1814.41,1785.43,,
1995-12-21,1902.7,1867.0,1813.32,1876.82,1907.9,,
1995-12-22,1858.8,1853.0,1762.49,1853.29,1898.82,,
1995-12-23,1641.99,1615.0,1637.39,1806.68,1862.79,,
1995-12-24,1547.24,1565.0,1491.12,1685.23,1698.58,,
1995-12-25,1459.47,1459.0,1419.59,1611.44,1507.0,,
1995-12-26,1511.84,1526.0,1395.99,1560.75,1379.36,,
1995-12-27,1664.95,1697.0,1507.16,1604.15,1354.73,,
1995-12-28,1839.45,1861.0,1670.47,1662.92,1480.87,,
1995-12-29,1781.96,1767.0,1687.09,1775.93,1712.86,,
1995-12-30,1565.08,1534.0,1515.2,1715.2,1712.86,,
1995-12-31,1592.03,1563.0,1467.15,1575.15,1520.18,,
1996-01-01,1418.36,1515.0,1524.45,1531.14,1559.15,,
1996-01-02,1497.54,1626.0,1517.48,1440.78,1512.51,,
1996-01-03,1809.28,1908.0,1734.2,1481.4,1559.15,,
1996-01-04,1923.24,1970.0,1887.79,1815.34,1695.54,,
1996-01-05,1643.83,1682.0,1771.91,1910.87,1829.67,,
1996-01-06,1540.54,1567.0,1660.15,1714.0,1745.18,,
1996-01-07,1473.98,1549.0,1552.47,1590.57,1614.55,,
1996-01-08,1628.82,1741.0,1559.53,1522.78,1551.33,,
1996-01-09,1767.0,1866.0,1756.77,1651.52,1582.77,,
1996-01-10,1788.06,1893.0,1825.48,1796.63,1720.26,,
1996-01-11,1782.78,1830.0,1802.41,1843.66,1787.15,,
1996-01-12,1756.52,1829.0,1771.91,1824.75,1778.72,,
1996-01-13,1618.86,1655.0,1689.55,1796.63,1761.91,,
1996-01-14,1564.76,1861.0,1638.29,1669.21,1679.17,,
1996-01-15,1715.01,1749.0,1667.47,1642.72,1630.58,,
1996-01-16,1782.78,1844.0,1741.71,1714.0,1671.02,,
1996-01-17,1846.79,1898.0,1840.94,1805.97,1745.18,,
1996-01-18,1751.3,1756.0,1802.41,1872.26,1812.6,,
1996-01-19,1740.88,1948.0,1848.71,1796.63,1787.15,,
1996-01-20,1603.99,1606.0,1787.12,1910.87,1821.13,,
1996-01-21,1555.04,1595.0,1623.81,1714.0,1778.72,,
1996-01-22,1603.99,1841.0,1652.84,1590.57,1654.77,,
1996-01-23,1819.95,1888.0,1810.08,1732.14,1654.77,,
1996-01-24,1967.8,2116.0,1911.47,1853.16,1787.15,,
1996-01-25,2030.09,2023.0,2057.01,2050.15,1890.13,,
1996-01-26,1772.25,1783.0,1872.1,2050.15,1978.37,,
1996-01-27,1819.95,1824.0,1802.41,1872.26,1872.74,,
1996-01-28,1478.67,1574.0,1631.04,1787.32,1787.15,,
1996-01-29,1945.44,2054.0,1631.04,1590.57,1622.55,,
1996-01-30,2024.38,2014.0,2098.51,1940.16,1695.54,,
1996-01-31,2134.63,2162.0,1975.41,2070.58,1969.44,,
1996-02-01,2007.01,2082.0,1933.65,2045.6,2028.21,,
1996-02-02,2027.18,2069.0,2003.48,2037.4,2047.11,,
1996-02-03,1873.38,1880.0,1856.02,1996.65,2056.6,,
1996-02-04,1772.46,1825.0,1687.09,1845.48,1944.44,,
1996-02-05,1957.01,2105.0,1737.24,1791.27,1815.02,,
1996-02-06,2144.97,2202.0,2056.35,1956.3,1916.99,,
1996-02-07,2144.97,2183.0,2082.95,2103.45,2094.82,,
1996-02-08,2057.6,2213.0,2029.86,2078.56,2123.77,,
1996-02-09,2324.83,2304.0,2136.46,2103.45,2085.23,,
1996-02-10,1651.16,1598.0,1821.83,2164.61,2202.13,,
1996-02-11,1725.32,1745.0,1645.64,1814.41,1935.27,,
1996-02-12,1725.32,1753.0,1645.64,1730.29,1712.86,,
1996-02-13,1664.95,2036.0,1687.09,1692.7,1670.27,,
1996-02-14,2027.18,2230.0,2012.26,1916.36,1800.18,,
1996-02-15,2103.64,2113.0,2003.48,2029.22,2028.21,,
1996-02-16,2113.94,2089.0,2029.86,2037.4,2066.12,,
1996-02-17,1711.3,1648.0,1787.85,2029.22,2094.82,,
1996-02-18,1533.92,1536.0,1499.13,1745.43,1898.82,,
1996-02-19,1556.15,1538.0,1475.13,1589.62,1560.18,,
1996-02-20,1569.56,1569.0,1475.13,1567.95,1467.91,,
1996-02-21,1583.02,1624.0,1483.11,1575.15,1442.24,,
1996-02-22,1961.99,2040.0,1737.24,1618.74,1560.18,,
1996-02-23,1853.96,1810.0,1847.45,1892.59,1800.18,,
1996-02-24,1560.61,1800.0,1712.11,1829.91,1898.82,,
1996-02-25,1632.86,1628.0,1612.72,1760.65,1800.18,,
1996-02-26,1683.42,1810.0,1563.72,1655.52,1628.4,,
1996-02-27,2098.5,2083.0,1942.33,1768.28,1614.6,,
1996-02-28,1917.44,1910.0,1864.59,1956.3,1935.27,,
1996-02-29,2001.98,2021.0,1856.02,1892.59,1944.44,,
1996-03-01,1984.67,2022.0,1959.31,2019.75,1907.6,,
1996-03-02,1830.66,1767.0,1887.79,2029.85,1951.66,,
1996-03-03,1441.37,1478.0,1638.29,1815.34,1872.74,,
1996-03-04,1814.61,2016.0,1667.47,1564.92,1638.62,,
1996-03-05,2176.17,2179.0,2090.17,1920.6,1712.0,,
1996-03-06,2176.17,2182.0,2090.17,2185.39,2014.28,,
1996-03-07,2140.54,2164.0,2090.17,2206.72,2070.62,,
1996-03-08,2030.09,2060.0,2015.98,2185.39,2081.01,,
1996-03-09,2058.8,2022.0,2032.34,2111.85,1996.28,,
1996-03-10,1699.6,1694.0,1840.94,2080.85,2014.28,,
1996-03-11,1984.67,2174.0,1802.41,1815.34,1846.84,,
1996-03-12,2206.14,2120.0,2132.05,2091.15,1855.45,,
1996-03-13,2128.74,2111.0,2007.83,2164.21,2050.56,,
1996-03-14,2152.37,2184.0,2106.87,2196.04,2032.38,,
1996-03-15,2047.29,2065.0,2040.54,2206.72,2081.01,,
1996-03-16,1912.2,1972.0,1927.34,2080.85,2032.38,,
1996-03-17,1589.21,1542.0,1794.76,1979.69,1951.66,,
1996-03-18,1735.69,1935.0,1696.95,1723.05,1812.6,,
1996-03-19,2030.09,2071.0,1967.35,1891.5,1761.91,,
1996-03-20,2001.63,2088.0,1975.41,2050.15,1942.81,,
1996-03-21,2053.04,2093.0,2057.01,2070.58,1978.37,,
1996-03-22,1814.61,1931.0,1943.29,2111.85,2014.28,,
1996-03-23,1735.69,1781.0,1879.94,1989.66,1951.66,,
1996-03-24,1618.86,1669.0,1682.17,1805.97,1829.67,,
1996-03-25,1599.06,1653.0,1652.84,1678.11,1736.85,,
1996-03-26,1772.25,1876.0,1704.36,1633.95,1646.69,,
1996-03-27,1846.79,1854.0,1856.49,1778.04,1695.54,,
1996-03-28,1684.27,1769.0,1749.23,1862.7,1804.1,,
1996-03-29,1767.0,1868.0,1741.71,1768.8,1753.53,,
1996-03-30,1674.11,1709.0,1779.51,1815.34,1761.91,,
1996-03-31,1432.14,1489.0,1587.91,1759.58,1745.18,,
1996-04-01,1767.72,1901.0,1403.84,1596.88,1507.0,,
1996-04-02,1824.99,1784.0,1787.85,1753.03,1628.4,,
1996-04-03,1878.26,1867.0,1720.47,1783.59,1829.94,,
1996-04-04,1715.97,1783.0,1762.49,1783.59,1853.85,,
1996-04-05,1542.79,1567.0,1539.4,1760.65,1770.75,,
1996-04-06,1533.92,1514.0,1467.15,1611.44,1600.88,,
1996-04-07,1459.47,1437.0,1380.33,1560.75,1455.04,,
1996-04-08,1560.61,1692.0,1395.99,1517.94,1354.73,,
1996-04-09,1863.66,1948.0,1662.18,1611.44,1391.78,,
1996-04-10,1927.3,1950.0,1847.45,1822.15,1712.86,,
1996-04-11,1966.97,1948.0,1830.36,1884.7,1972.13,,
1996-04-12,1777.2,1716.0,1712.11,1884.7,1935.27,,
1996-04-13,1587.52,1594.0,1523.25,1715.2,1829.94,,
1996-04-14,1547.24,1526.0,1467.15,1626.07,1587.24,,
1996-04-15,1551.69,1525.0,1443.31,1560.75,1493.89,,
1996-04-16,1533.92,1640.0,1443.31,1553.58,1442.24,,
1996-04-17,1849.11,1899.0,1737.24,1626.07,1480.87,,
1996-04-18,1824.99,1825.0,1645.64,1768.28,1698.58,,
1996-04-19,1868.52,1857.0,1770.93,1798.97,1800.18,,
1996-04-20,1587.52,1532.0,1604.52,1806.68,1862.79,,
1996-04-21,1468.14,1478.0,1419.59,1626.07,1670.27,,
1996-04-22,1542.79,1567.0,1411.71,1567.95,1520.18,,
1996-04-23,1628.3,1646.0,1515.2,1546.42,1442.24,,
1996-04-24,1715.97,1806.0,1588.16,1640.76,1546.77,,
1996-04-25,1815.39,1863.0,1695.41,1745.43,1684.39,,
1996-04-26,1829.81,1984.0,1737.24,1798.97,1815.02,,
1996-04-27,1701.98,1688.0,1720.47,1868.96,1880.76,,
1996-04-28,1601.06,1580.0,1571.86,1783.59,1871.76,,
