,49330000,49340080,49370000,49660000,49705000,49740000,49775000
1960-10-04,,,1040.28,,959.386,,
1960-10-05,,,1046.85,,964.447,,
1960-10-06,,,1033.73,,964.447,,
1960-10-07,,,1020.69,,964.447,,
1960-10-08,,,1014.19,,959.386,,
1960-10-09,,,1001.26,,954.34,,
1960-10-10,,,1001.26,,949.31,,
1960-10-11,,,1007.72,,944.295,,
1960-10-12,,,994.821,,939.295,,
1960-10-13,,,988.401,,929.342,,
1960-10-14,,,982.0,,924.388,,
1960-10-15,,,975.618,,919.45,,
1960-10-16,,,969.254,,914.526,,
1960-10-17,,,962.909,,924.388,,
1960-10-18,,,982.0,,929.342,,
1960-10-19,,,969.254,,914.526,,
1960-10-20,,,969.254,,909.618,,
1960-10-21,,,975.618,,914.526,,
1960-10-22,,,994.821,,914.526,,
1960-10-23,,,1014.19,,914.526,,
1960-10-24,,,1046.85,,919.45,,
1960-10-25,,,1079.97,,934.311,,
1960-10-26,,,1100.07,,959.386,,
1960-10-27,,,1113.56,,969.523,,
1960-10-28,,,1113.56,,984.845,,
1960-10-29,,,1120.33,,989.983,,
1960-10-30,,,1100.07,,984.845,,
1960-10-31,,,1079.97,,974.615,,
1960-11-01,,,1060.04,,969.523,,
1960-11-02,,,1046.85,,964.447,,
1960-11-03,,,1020.69,,964.447,,
1960-11-04,,,1001.26,,949.31,,
1960-11-05,,,988.401,,939.295,,
1960-11-06,,,975.618,,929.342,,
1960-11-07,,,962.909,,919.45,,
1960-11-08,,,962.909,,914.526,,
1960-11-09,,,943.986,,909.618,,
1960-11-10,,,900.491,,904.726,,
1960-11-11,,,925.233,,890.139,,
1960-11-12,,,956.583,,885.307,,
1960-11-13,,,975.618,,899.848,,
1960-11-14,,,994.821,,909.618,,
1960-11-15,,,1027.2,,929.342,,
1960-11-16,,,1040.28,,944.295,,
1960-11-17,,,1079.97,,964.447,,
1960-11-18,,,1127.12,,989.983,,
1960-11-19,,,1175.17,,1021.14,,
1960-11-20,,,1210.05,,1047.52,,
1960-11-21,,,1231.19,,1068.91,,
1960-11-22,,,1238.28,,1074.3,,
1960-11-23,,,1224.13,,1074.3,,
1960-11-24,,,1217.08,,1068.91,,
1960-11-25,,,1224.13,,1063.54,,
1960-11-26,,,1245.38,,1068.91,,
1960-11-27,,,1273.97,,1079.7,,
1960-11-28,,,1302.86,,1096.0,,
1960-11-29,,,1354.11,,1117.95,,
1960-11-30,,,1368.91,,1140.16,,
1960-12-01,,,1421.3,,1156.98,,
1960-12-02,,,1459.26,,1185.33,,
1960-12-03,,,1544.35,,1208.29,,
1960-12-04,,,1721.0,,1243.22,,
1960-12-05,,,1932.11,,1272.76,,
1960-12-06,,,2108.86,,1314.8,,
1960-12-07,,,2227.47,,1363.8,,
1960-12-08,,,2367.93,,1426.52,,
1960-12-09,,,2551.37,,1497.4,,
1960-12-10,,,2771.42,,1610.87,,
1960-12-11,,,3084.61,,1750.51,,
1960-12-12,,,3480.2,,1949.75,,
1960-12-13,,,3956.68,,2243.1,,
1960-12-14,,,4297.78,,2420.24,,
1960-12-15,,,4536.43,,2605.19,,
1960-12-16,,,4715.99,,2742.13,,
1960-12-17,,,4819.99,,2845.13,,
1960-12-18,,,4872.38,,2911.82,,
1960-12-19,,,4977.91,,2969.7,,
1960-12-20,,,5071.08,,3028.23,,
1960-12-21,,,5124.67,,3077.51,,
1960-12-22,,,5192.01,,3107.31,,
1960-12-23,,,5232.61,,3157.32,,
1960-12-24,,,5273.35,,3187.56,,
1960-12-25,,,5300.58,,3207.8,,
1960-12-26,,,5327.88,,3228.13,,
1960-12-27,,,5341.56,,3248.52,,
1960-12-28,,,5341.56,,3248.52,,
1960-12-29,,,5286.96,,3238.31,,
1960-12-30,,,5232.61,,3207.8,,
1960-12-31,,,5192.01,,3187.56,,
1961-01-01,,,5165.03,,3177.46,,
1961-01-02,,,5165.03,,3167.38,,
1961-01-03,,,5259.75,,3167.38,,
1961-01-04,,,5232.61,,3187.56,,
1961-01-05,,,5327.88,,3207.8,,
1961-01-06,,,5396.41,,3248.52,,
1961-01-07,,,5437.71,,3299.84,,
1961-01-08,,,5493.01,,3320.49,,
1961-01-09,,,5506.87,,3330.85,,
1961-01-10,,,5506.87,,3351.61,,
1961-01-11,,,5493.01,,3351.61,,
1961-01-12,,,5479.16,,3330.85,,
1961-01-13,,,5396.41,,3330.85,,
1961-01-14,,,5259.75,,3299.84,,
1961-01-15,,,5165.03,,3238.31,,
1961-01-16,,,5097.84,,3167.38,,
1961-01-17,,,5111.25,,3157.32,,
1961-01-18,,,5205.53,,3157.32,,
1961-01-19,,,5327.88,,3217.96,,
1961-01-20,,,5437.71,,3330.85,,
1961-01-21,,,5562.48,,3362.03,,
1961-01-22,,,5660.39,,3382.91,,
1961-01-23,,,5801.6,,3445.99,,
1961-01-24,,,5930.02,,3520.44,,
1961-01-25,,,6074.2,,3617.52,,
1961-01-26,,,6205.28,,3672.11,,
1961-01-27,,,6176.04,,3727.17,,
1961-01-28,,,6117.75,,3771.56,,
1961-01-29,,,6132.3,,3749.33,,
1961-01-30,,,6190.65,,3771.56,,
1961-01-31,,,6234.58,,3782.71,,
1961-02-01,,,6308.1,,3793.87,,
1961-02-02,,,6322.86,,3805.06,,
1961-02-03,,,6352.4,,3827.48,,
1961-02-04,,,6382.01,,3838.72,,
1961-02-05,,,6426.55,,3861.26,,
1961-02-06,,,6441.42,,3872.56,,
1961-02-07,,,6456.31,,3883.87,,
1961-02-08,,,6530.99,,3906.56,,
1961-02-09,,,6501.07,,3917.94,,
1961-02-10,,,6530.99,,3929.33,,
1961-02-11,,,6575.99,,3952.17,,
1961-02-12,,,6606.06,,3975.09,,
1961-02-13,,,6651.29,,3986.58,,
1961-02-14,,,6696.65,,3998.09,,
1961-02-15,,,6818.3,,4055.91,,
1961-02-16,,,6818.3,,4102.52,,
1961-02-17,,,6879.5,,4137.67,,
1961-02-18,,,6864.17,,4137.67,,
1961-02-19,,,6833.58,,4125.93,,
1961-02-20,,,6848.87,,4125.93,,
1961-02-21,,,6894.83,,4149.43,,
1961-02-22,,,6940.93,,4173.0,,
1961-02-23,,,6987.17,,4184.82,,
1961-02-24,,,6987.17,,4208.5,,
1961-02-25,,,7002.62,,4220.38,,
1961-02-26,,,6925.55,,4208.5,,
1961-02-27,,,6879.5,,4173.0,,
1961-02-28,,,6818.3,,4149.43,,
1961-03-01,,,6757.35,,4114.22,,
1961-03-02,,,6651.29,,4079.18,,
1961-03-03,,,6606.06,,4032.72,,
1961-03-04,,,6530.99,,4009.61,,
1961-03-05,,,6486.14,,3963.62,,
1961-03-06,,,6441.42,,3929.33,,
1961-03-07,,,6411.69,,3895.21,,
1961-03-08,,,6382.01,,3883.87,,
1961-03-09,,,6367.2,,3872.56,,
1961-03-10,,,6352.4,,3861.26,,
1961-03-11,,,6337.62,,3849.98,,
1961-03-12,,,6337.62,,3861.26,,
1961-03-13,,,6308.1,,3849.98,,
1961-03-14,,,6322.86,,3849.98,,
1961-03-15,,,6382.01,,3906.56,,
1961-03-16,,,6337.62,,3906.56,,
1961-03-17,,,6176.04,,3838.72,,
1961-03-18,,,6088.7,,3771.56,,
1961-03-19,,,6045.24,,3716.12,,
1961-03-20,,,6001.92,,3694.08,,
1961-03-21,,,5958.73,,3661.15,,
1961-03-22,,,5944.37,,3628.4,,
1961-03-23,,,5930.02,,3628.4,,
1961-03-24,,,5901.38,,3606.66,,
1961-03-25,,,5872.79,,3595.81,,
1961-03-26,,,5844.27,,3584.99,,
1961-03-27,,,5815.81,,3563.4,,
1961-03-28,,,5773.23,,3552.63,,
1961-03-29,,,5674.44,,3520.44,,
1961-03-30,,,5590.37,,3477.79,,
1961-03-31,,,5506.87,,3435.43,,
1961-04-01,,,5410.16,,3435.43,,
1961-04-02,,,5314.23,,3362.03,,
1961-04-03,,,5300.58,,3330.85,,
1961-04-04,,,5232.61,,3289.54,,
1961-04-05,,,5165.03,,3238.31,,
1961-04-06,,,5044.38,,3187.56,,
1961-04-07,,,4885.51,,3117.27,,
1961-04-08,,,4780.87,,3028.23,,
1961-04-09,,,4625.82,,2960.01,,
1961-04-10,,,4485.71,,2883.13,,
1961-04-11,,,4372.52,,2798.04,,
1961-04-12,,,4223.62,,2714.41,,
1961-04-13,,,4101.31,,2614.19,,
1961-04-14,,,4004.63,,2587.23,,
1961-04-15,,,3908.98,,2533.8,,
1961-04-16,,,3814.38,,2481.01,,
1961-04-17,,,3755.78,,2420.24,,
1961-04-18,,,4085.68,,2368.84,,
1961-04-19,,,4028.78,,2334.92,,
1961-04-20,,,3960.91,,2292.92,,
1961-04-21,,,3927.13,,2251.36,,
1961-04-22,,,3915.9,,2226.64,,
1961-04-23,,,3882.27,,2218.43,,
1961-04-24,,,3882.27,,2202.07,,
1961-04-25,,,3848.74,,2193.92,,
1961-04-26,,,3782.03,,2185.78,,
1961-04-27,,,3748.83,,2153.41,,
1961-04-28,,,3671.81,,2113.33,,
1961-04-29,,,3573.66,,2073.69,,
1961-04-30,,,3541.17,,2042.29,,
1961-05-01,,,3487.26,,2011.17,,
1961-05-02,,,3422.98,,1972.65,,
1961-05-03,,,3369.76,,1949.75,,
1961-05-04,,,3295.77,,1911.92,,
1961-05-05,,,3264.25,,1881.96,,
1961-05-06,,,3222.4,,1859.67,,
1961-05-07,,,3191.15,,1830.19,,
1961-05-08,,,3180.75,,1815.55,,
1961-05-09,,,3128.98,,1808.26,,
1961-05-10,,,3160.01,,1793.72,,
1961-05-11,,,3160.01,,1793.72,,
1961-05-12,,,3149.65,,1808.26,,
1961-05-13,,,3160.01,,1822.86,,
1961-05-14,,,3211.97,,1822.86,,
1961-05-15,,,3274.74,,1830.19,,
1961-05-16,,,3316.85,,1874.51,,
1961-05-17,,,3316.85,,1881.96,,
1961-05-18,,,3327.4,,1896.9,,
1961-05-19,,,3285.25,,1889.42,,
1961-05-20,,,3232.84,,1859.67,,
1961-05-21,,,3191.15,,1830.19,,
1961-05-22,,,3149.65,,1815.55,,
1961-05-23,,,3128.98,,1779.25,,
1961-05-24,,,3118.67,,1779.25,,
1961-05-25,,,3087.8,,1764.85,,
1961-05-26,,,3046.81,,1743.37,,
1961-05-27,,,2995.88,,1714.97,,
1961-05-28,,,2955.36,,1693.85,,
1961-05-29,,,2915.04,,1672.88,,
1961-05-30,,,2873.45,,1652.06,,
1961-05-31,,,2851.54,,1631.39,,
1961-06-01,,,2786.21,,1604.06,,
1961-06-02,,,2753.78,,1590.5,,
1961-06-03,,,2721.5,,1570.27,,
1961-06-04,,,2689.38,,1550.2,,
1961-06-05,,,2668.05,,1536.9,,
1961-06-06,,,2636.18,,1523.67,,
1961-06-07,,,2583.43,,1510.5,,
1961-06-08,,,2583.43,,1490.88,,
1961-06-09,,,2583.43,,1484.37,,
1961-06-10,,,2562.45,,1477.88,,
1961-06-11,,,2541.53,,1471.4,,
1961-06-12,,,2520.69,,1458.5,,
1961-06-13,,,2499.92,,1452.07,,
1961-06-14,,,2489.56,,1439.26,,
1961-06-15,,,2448.3,,1420.18,,
1961-06-16,,,2417.54,,1401.24,,
1961-06-17,,,2386.93,,1382.45,,
1961-06-18,,,2376.77,,1370.0,,
1961-06-19,,,2356.49,,1363.8,,
1961-06-20,,,2336.28,,1351.45,,
1961-06-21,,,2316.15,,1345.3,,
1961-06-22,,,2286.07,,1333.05,,
1961-06-23,,,2266.12,,1320.86,,
1961-06-24,,,2246.23,,1308.74,,
1961-06-25,,,2226.41,,1296.68,,
1961-06-26,,,2196.82,,1284.69,,
1961-06-27,,,2187.0,,1272.76,,
1961-06-28,,,2157.62,,1266.82,,
1961-06-29,,,2138.13,,1272.76,,
1961-06-30,,,2089.72,,1260.89,,
1961-07-01,,,2070.48,,1254.99,,
1961-07-02,,,2060.88,,1237.36,,
1961-07-03,,,2051.31,,1231.51,,
1961-07-04,,,2032.22,,1214.07,,
1961-07-05,,,1994.25,,1191.04,,
1961-07-06,,,1984.8,,1196.78,,
1961-07-07,,,1984.8,,1191.04,,
1961-07-08,,,1965.96,,1179.63,,
1961-07-09,,,1956.57,,1173.94,,
1961-07-10,,,1947.2,,1162.62,,
1961-07-11,,,1937.84,,1162.62,,
1961-07-12,,,1919.18,,1156.98,,
1961-07-13,,,1900.6,,1151.36,,
1961-07-14,,,1891.34,,1145.75,,
1961-07-15,,,1882.1,,1140.16,,
1961-07-16,,,1872.87,,1134.58,,
1961-07-17,,,1872.87,,1117.95,,
1961-07-18,,,1872.87,,1123.48,,
1961-07-19,,,1872.87,,1123.48,,
1961-07-20,,,1872.87,,1123.48,,
1961-07-21,,,1863.66,,1129.03,,
1961-07-22,,,1845.3,,1129.03,,
1961-07-23,,,1781.63,,1123.48,,
1961-07-24,,,1718.87,,1129.03,,
1961-07-25,,,1772.61,,1123.48,,
1961-07-26,,,1772.61,,1111.06,,
1961-07-27,,,1745.65,,1116.65,,
1961-07-28,,,1718.87,,1111.06,,
1961-07-29,,,1709.98,,1088.87,,
1961-07-30,,,1709.98,,1088.87,,
1961-07-31,,,1701.1,,1088.87,,
1961-08-01,,,1701.1,,1077.88,,
1961-08-02,,,1692.25,,1077.88,,
1961-08-03,,,1692.25,,1066.94,,
1961-08-04,,,1674.6,,1061.5,,
1961-08-05,,,1674.6,,1061.5,,
1961-08-06,,,1657.03,,1056.08,,
1961-08-07,,,1648.27,,1050.67,,
1961-08-08,,,1648.27,,1050.67,,
1961-08-09,,,1630.81,,1045.27,,
1961-08-10,,,1613.42,,1039.89,,
1961-08-11,,,1613.42,,1034.53,,
1961-08-12,,,1613.42,,1029.19,,
1961-08-13,,,1604.76,,1023.86,,
1961-08-14,,,1596.11,,1023.86,,
1961-08-15,,,1587.49,,1018.54,,
1961-08-16,,,1561.73,,1018.54,,
1961-08-17,,,1553.18,,1013.25,,
1961-08-18,,,1544.65,,1007.96,,
1961-08-19,,,1527.64,,997.448,,
1961-08-20,,,1510.72,,992.214,,
1961-08-21,,,1493.87,,981.793,,
1961-08-22,,,1477.09,,971.436,,
1961-08-23,,,1460.4,,966.281,,
1961-08-24,,,1460.4,,966.281,,
1961-08-25,,,1460.4,,966.281,,
1961-08-26,,,1493.87,,966.281,,
1961-08-27,,,1502.28,,976.606,,
1961-08-28,,,1493.87,,976.606,,
1961-08-29,,,1493.87,,976.606,,
1961-08-30,,,1493.87,,971.436,,
1961-08-31,,,1493.87,,976.606,,
1961-09-01,,,1477.09,,961.142,,
1961-09-02,,,1468.74,,950.911,,
1961-09-03,,,1443.78,,945.819,,
1961-09-04,,,1394.39,,940.743,,
1961-09-05,,,1369.96,,925.61,,
1961-09-06,,,1361.86,,910.619,,
1961-09-07,,,1361.86,,910.619,,
1961-09-08,,,1353.78,,900.702,,
1961-09-09,,,1337.66,,900.702,,
1961-09-10,,,1337.66,,900.702,,
1961-09-11,,,1313.65,,890.849,,
1961-09-12,,,1321.63,,881.058,,
1961-09-13,,,1337.66,,876.186,,
1961-09-14,,,1345.71,,871.33,,
1961-09-15,,,1281.9,,890.849,,
1961-09-16,,,1305.68,,866.489,,
1961-09-17,,,1313.65,,871.33,,
1961-09-18,,,1305.68,,876.186,,
1961-09-19,,,1297.73,,871.33,,
1961-09-20,,,1281.9,,871.33,,
1961-09-21,,,1274.01,,861.663,,
1961-09-22,,,1266.14,,856.853,,
1961-09-23,,,1281.9,,861.663,,
1961-09-24,,,1258.3,,866.489,,
1961-09-25,,,1250.47,,852.059,,
1961-09-26,,,1242.66,,852.059,,
1961-09-27,,,1250.47,,847.28,,
1961-09-28,,,1234.87,,842.517,,
1961-09-29,,,1227.11,,837.769,,
1961-09-30,,,1227.11,,833.037,,
1961-10-01,,,1219.36,,828.32,,
1961-10-02,,,1211.63,,828.32,,
1961-10-03,,,1203.92,,823.619,,
1961-10-04,,,1203.92,,823.619,,
1961-10-05,,,1173.29,,818.933,,
1961-10-06,,,1165.68,,809.607,,
1961-10-07,,,1165.68,,804.968,,
1961-10-08,,,1196.23,,804.968,,
1961-10-09,,,1173.29,,814.263,,
1961-10-10,,,1135.46,,800.344,,
1961-10-11,,,1158.1,,795.734,,
1961-10-12,,,1165.68,,800.344,,
1961-10-13,,,1158.1,,804.968,,
1961-10-14,,,1158.1,,809.607,,
1961-10-15,,,1135.46,,804.968,,
1961-10-16,,,1142.98,,791.141,,
1961-10-17,,,1142.98,,791.141,,
1961-10-18,,,1135.46,,791.141,,
1961-10-19,,,1142.98,,791.141,,
1961-10-20,,,1127.95,,786.563,,
1961-10-21,,,1142.98,,800.344,,
1961-10-22,,,1120.47,,800.344,,
1961-10-23,,,1120.47,,795.734,,
1961-10-24,,,1113.0,,791.141,,
1961-10-25,,,1105.55,,782.0,,
1961-10-26,,,1105.55,,782.0,,
1961-10-27,,,1120.47,,782.0,,
1961-10-28,,,1127.95,,786.563,,
1961-10-29,,,1142.98,,786.563,,
1961-10-30,,,1165.68,,795.734,,
1961-10-31,,,1180.92,,800.344,,
1961-11-01,,,1188.57,,809.607,,
1961-11-02,,,1196.23,,809.607,,
1961-11-03,,,1203.92,,814.263,,
1961-11-04,,,1227.11,,818.933,,
1961-11-05,,,1250.47,,833.037,,
1961-11-06,,,1266.14,,842.517,,
1961-11-07,,,1281.9,,847.28,,
1961-11-08,,,1281.9,,856.853,,
1961-11-09,,,1274.01,,856.853,,
1961-11-10,,,1250.47,,852.059,,
1961-11-11,,,1219.36,,837.769,,
1961-11-12,,,1196.23,,828.32,,
1961-11-13,,,1173.29,,814.263,,
1961-11-14,,,1158.1,,800.344,,
1961-11-15,,,1165.68,,800.344,,
1961-11-16,,,1180.92,,800.344,,
1961-11-17,,,1196.23,,809.607,,
1961-11-18,,,1258.3,,833.037,,
1961-11-19,,,1258.3,,847.28,,
1961-11-20,,,1274.01,,852.059,,
1961-11-21,,,1281.9,,866.489,,
1961-11-22,,,1274.01,,852.059,,
1961-11-23,,,1266.14,,847.28,,
1961-11-24,,,1258.3,,847.28,,
1961-11-25,,,1281.9,,847.28,,
1961-11-26,,,1289.81,,847.28,,
1961-11-27,,,1329.64,,852.059,,
1961-11-28,,,1369.96,,871.33,,
1961-11-29,,,1402.58,,885.946,,
1961-11-30,,,1427.24,,905.653,,
1961-12-01,,,1452.08,,915.6,,
1961-12-02,,,1477.09,,925.61,,
1961-12-03,,,1510.72,,940.743,,
1961-12-04,,,1604.76,,961.142,,
1961-12-05,,,1648.27,,992.214,,
1961-12-06,,,1692.25,,1018.54,,
1961-12-07,,,1683.42,,1029.19,,
1961-12-08,,,1683.42,,1034.53,,
1961-12-09,,,1630.81,,997.448,,
1961-12-10,,,1570.29,,1013.25,,
1961-12-11,,,1527.64,,986.995,,
1961-12-12,,,1510.72,,971.436,,
1961-12-13,,,1502.28,,961.142,,
1961-12-14,,,1493.87,,961.142,,
1961-12-15,,,1485.47,,961.142,,
1961-12-16,,,1477.09,,945.819,,
1961-12-17,,,1427.24,,930.639,,
1961-12-18,,,1410.78,,920.597,,
1961-12-19,,,1427.24,,920.597,,
1961-12-20,,,1419.0,,920.597,,
1961-12-21,,,1435.5,,915.6,,
1961-12-22,,,1485.47,,915.6,,
1961-12-23,,,1630.81,,950.911,,
1961-12-24,,,1854.47,,1013.25,,
1961-12-25,,,2032.22,,1111.06,,
1961-12-26,,,2089.72,,1173.41,,
1961-12-27,,,2216.53,,1231.8,,
1961-12-28,,,2376.77,,1291.83,,
1961-12-29,,,2583.43,,1372.36,,
1961-12-30,,,2851.54,,1481.92,,
1961-12-31,,,3087.8,,1617.07,,
1962-01-01,,,3253.77,,1744.56,,
1962-01-02,,,3327.4,,1840.13,,
1962-01-03,,,3306.3,,1885.23,,
1962-01-04,,,3243.3,,1885.23,,
1962-01-05,,,3108.36,,1832.67,,
1962-01-06,,,2995.88,,1773.66,,
1962-01-07,,,2829.69,,1701.44,,
1962-01-08,,,2732.24,,1589.49,,
1962-01-09,,,2604.48,,1555.41,,
1962-01-10,,,2489.56,,1495.13,,
1962-01-11,,,2468.9,,1462.23,,
1962-01-12,,,2520.69,,1442.69,,
1962-01-13,,,2668.05,,1462.23,,
1962-01-14,,,2985.73,,1555.41,,
1962-01-15,,,3327.4,,1722.93,,
1962-01-16,,,3562.82,,1892.81,,
1962-01-17,,,3737.79,,2024.34,,
1962-01-18,,,3938.38,,2144.65,,
1962-01-19,,,4074.27,,2243.8,,
1962-01-20,,,4119.95,,2294.34,,
1962-01-21,,,4119.95,,2336.96,,
1962-01-22,,,4085.68,,2336.96,,
1962-01-23,,,4040.14,,2319.86,,
1962-01-24,,,4028.78,,2311.34,,
1962-01-25,,,4119.95,,2328.4,,
1962-01-26,,,4269.74,,2371.38,,
1962-01-27,,,4468.61,,2467.54,,
1962-01-28,,,4599.1,,2556.88,,
1962-01-29,,,4730.99,,2648.05,,
1962-01-30,,,4864.27,,2722.32,,
1962-01-31,,,5048.25,,2855.16,,
1962-02-01,,,5159.86,,2922.95,,
1962-02-02,,,5110.14,,2962.1,,
1962-02-03,,,5072.97,,2942.48,,
1962-02-04,,,5060.61,,2932.71,,
1962-02-05,,,5048.25,,2932.71,,
1962-02-06,,,5023.57,,2922.95,,
1962-02-07,,,5011.25,,2913.21,,
1962-02-08,,,5035.91,,2913.21,,
1962-02-09,,,5097.74,,2932.71,,
1962-02-10,,,5172.32,,2971.93,,
1962-02-11,,,5259.84,,3001.55,,
1962-02-12,,,5335.29,,3061.29,,
1962-02-13,,,5423.83,,3111.6,,
1962-02-14,,,5538.47,,3182.82,,
1962-02-15,,,5641.12,,3254.98,,
1962-02-16,,,5654.0,,3296.63,,
1962-02-17,,,5679.8,,3307.09,,
1962-02-18,,,5692.82,,3338.59,,
1962-02-19,,,5705.74,,3349.12,,
1962-02-20,,,5705.74,,3349.12,,
1962-02-21,,,5718.68,,3349.12,,
1962-02-22,,,5692.82,,3349.12,,
1962-02-23,,,5666.89,,3328.07,,
1962-02-24,,,5641.12,,3328.07,,
1962-02-25,,,5641.12,,3317.57,,
1962-02-26,,,5628.25,,3307.09,,
1962-02-27,,,5666.89,,3307.09,,
1962-02-28,,,5705.74,,3338.59,,
1962-03-01,,,5705.74,,3359.68,,
1962-03-02,,,5679.8,,3349.12,,
1962-03-03,,,5654.0,,3328.07,,
1962-03-04,,,5628.25,,3328.07,,
1962-03-05,,,5589.71,,3307.09,,
1962-03-06,,,5525.69,,3286.19,,
1962-03-07,,,5423.83,,3234.26,,
1962-03-08,,,5335.29,,3182.82,,
1962-03-09,,,5222.26,,3121.71,,
1962-03-10,,,5085.35,,3061.29,,
1962-03-11,,,4998.94,,2971.93,,
1962-03-12,,,4815.64,,2913.21,,
1962-03-13,,,4575.27,,2769.34,,
1962-03-14,,,4386.31,,2675.76,,
1962-03-15,,,4200.36,,2565.91,,
1962-03-16,,,4074.27,,2485.26,,
1962-03-17,,,3938.38,,2397.39,,
1962-03-18,,,3804.22,,2311.34,,
1962-03-19,,,3682.78,,2227.09,,
1962-03-20,,,3498.02,,2144.65,,
1962-03-21,,,3295.77,,2040.15,,
1962-03-22,,,3232.84,,1938.65,,
1962-03-23,,,3295.77,,1900.41,,
1962-03-24,,,3433.66,,1930.97,,
1962-03-25,,,3649.91,,2008.6,,
1962-03-26,,,3804.22,,2128.38,,
1962-03-27,,,3927.13,,2227.09,,
1962-03-28,,,4006.11,,2285.87,,
1962-03-29,,,4108.52,,2311.34,,
1962-03-30,,,4292.96,,2432.32,,
1962-03-31,,,4527.75,,2556.88,,
1962-04-01,,,4730.99,,2685.04,,
1962-04-02,,,4876.46,,2788.28,,
1962-04-03,,,4937.56,,2845.55,,
1962-04-04,,,4974.35,,2884.1,,
1962-04-05,,,4949.81,,2893.78,,
1962-04-06,,,4913.08,,2893.78,,
1962-04-07,,,4864.27,,2864.78,,
1962-04-08,,,4743.05,,2826.38,,
1962-04-09,,,4634.93,,2788.28,,
1962-04-10,,,4515.9,,2741.07,,
1962-04-11,,,4374.6,,2638.85,,
1962-04-12,,,4177.33,,2547.86,,
1962-04-13,,,3960.91,,2432.32,,
1962-04-14,,,3793.12,,2319.86,,
1962-04-15,,,3628.07,,2227.09,,
1962-04-16,,,3498.02,,2144.65,,
1962-04-17,,,3412.31,,2056.03,,
1962-04-18,,,3306.3,,2000.76,,
1962-04-19,,,3201.55,,1938.65,,
1962-04-20,,,3057.04,,1900.41,,
1962-04-21,,,3067.28,,1862.6,,
1962-04-22,,,3139.31,,1825.24,,
1962-04-23,,,3139.31,,1840.13,,
1962-04-24,,,3139.31,,1900.41,,
1962-04-25,,,3108.36,,1877.67,,
1962-04-26,,,3067.28,,1832.67,,
1962-04-27,,,2975.59,,1773.66,,
1962-04-28,,,2873.45,,1744.56,,
1962-04-29,,,2807.92,,1687.21,,
1962-04-30,,,2743.0,,1637.93,,
1962-05-01,,,2668.05,,1624.01,,
1962-05-02,,,2615.03,,1596.36,,
1962-05-03,,,2593.94,,1582.64,,
1962-05-04,,,2572.93,,1555.41,,
1962-05-05,,,2562.45,,1541.89,,
1962-05-06,,,2572.93,,1535.16,,
1962-05-07,,,2583.43,,1535.16,,
1962-05-08,,,2593.94,,1541.89,,
1962-05-09,,,2625.6,,1555.41,,
1962-05-10,,,2646.79,,1589.49,,
1962-05-11,,,2668.05,,1596.36,,
1962-05-12,,,2732.24,,1630.96,,
1962-05-13,,,2786.21,,1651.92,,
1962-05-14,,,2807.92,,1680.12,,
1962-05-15,,,2829.69,,1722.93,,
1962-05-16,,,2829.69,,1730.12,,
1962-05-17,,,2862.49,,1737.33,,
1962-05-18,,,2884.43,,1751.81,,
1962-05-19,,,2915.04,,1744.56,,
1962-05-20,,,2945.26,,1773.66,,
1962-05-21,,,2905.0,,1788.31,,
1962-05-22,,,2829.69,,1759.07,,
1962-05-23,,,2775.38,,1715.75,,
1962-05-24,,,2732.24,,1680.12,,
1962-05-25,,,2689.38,,1644.92,,
1962-05-26,,,2646.79,,1624.01,,
1962-05-27,,,2583.43,,1589.49,,
1962-05-28,,,2520.69,,1562.19,,
1962-05-29,,,2468.9,,1541.89,,
1962-05-30,,,2438.03,,1515.07,,
1962-05-31,,,2397.12,,1495.13,,
1962-06-01,,,2366.62,,1462.23,,
1962-06-02,,,2346.38,,1475.34,,
1962-06-03,,,2346.38,,1468.77,,
1962-06-04,,,2356.49,,1475.34,,
1962-06-05,,,2376.77,,1548.64,,
1962-06-06,,,2376.77,,1651.92,,
1962-06-07,,,2296.08,,1637.93,,
1962-06-08,,,2256.16,,1562.19,,
1962-06-09,,,2276.09,,1562.19,,
1962-06-10,,,2256.16,,1449.19,,
1962-06-11,,,2226.41,,1416.88,,
1962-06-12,,,2196.82,,1397.7,,
1962-06-13,,,2187.0,,1372.36,,
1962-06-14,,,2167.4,,1366.06,,
1962-06-15,,,2147.87,,1353.52,,
1962-06-16,,,2128.41,,1347.28,,
1962-06-17,,,2118.71,,1341.05,,
1962-06-18,,,2099.36,,1328.65,,
1962-06-19,,,2099.36,,1322.47,,
1962-06-20,,,2089.72,,1316.31,,
1962-06-21,,,2070.48,,1316.31,,
1962-06-22,,,2070.48,,1304.04,,
1962-06-23,,,2051.31,,1304.04,,
1962-06-24,,,2041.75,,1297.93,,
1962-06-25,,,2041.75,,1297.93,,
1962-06-26,,,2070.48,,1304.04,,
1962-06-27,,,2060.88,,1304.04,,
1962-06-28,,,2051.31,,1304.04,,
1962-06-29,,,2051.31,,1297.93,,
1962-06-30,,,2080.09,,1341.05,,
1962-07-01,,,2157.62,,1449.19,,
1962-07-02,,,2099.36,,1475.34,,
1962-07-03,,,2060.88,,1410.47,,
1962-07-04,,,2032.22,,1353.52,,
1962-07-05,,,2022.7,,1322.47,,
1962-07-06,,,2003.71,,1297.93,,
1962-07-07,,,2003.71,,1291.83,,
1962-07-08,,,2032.22,,1261.61,,
