,Observado,Natural
1967-09-05 00:00:00,,1049.0
1967-09-06 00:00:00,,1034.0
1967-09-07 00:00:00,,1020.0
1967-09-08 00:00:00,,1007.0
1967-09-09 00:00:00,,998.0
1967-09-10 00:00:00,,992.0
1967-09-11 00:00:00,,988.0
1967-09-12 00:00:00,,984.0
1967-09-13 00:00:00,,981.0
1967-09-14 00:00:00,,976.0
1967-09-15 00:00:00,,970.0
1967-09-16 00:00:00,,964.0
1967-09-17 00:00:00,,959.0
1967-09-18 00:00:00,,956.0
1967-09-19 00:00:00,,953.0
1967-09-20 00:00:00,,953.0
1967-09-21 00:00:00,,954.0
1967-09-22 00:00:00,,956.0
1967-09-23 00:00:00,,959.0
1967-09-24 00:00:00,,960.0
1967-09-25 00:00:00,,960.0
1967-09-26 00:00:00,,960.0
1967-09-27 00:00:00,,959.0
1967-09-28 00:00:00,,958.0
1967-09-29 00:00:00,,956.0
1967-09-30 00:00:00,,954.0
1967-10-01 00:00:00,,951.0
1967-10-02 00:00:00,,947.0
1967-10-03 00:00:00,,944.0
1967-10-04 00:00:00,,941.0
1967-10-05 00:00:00,,939.0
1967-10-06 00:00:00,,936.0
1967-10-07 00:00:00,,933.0
1967-10-08 00:00:00,,929.0
1967-10-09 00:00:00,,924.0
1967-10-10 00:00:00,,919.0
1967-10-11 00:00:00,,913.0
1967-10-12 00:00:00,,907.0
1967-10-13 00:00:00,,903.0
1967-10-14 00:00:00,,900.0
1967-10-15 00:00:00,,899.0
1967-10-16 00:00:00,,900.0
1967-10-17 00:00:00,,900.0
1967-10-18 00:00:00,,898.0
1967-10-19 00:00:00,,896.0
1967-10-20 00:00:00,,892.0
1967-10-21 00:00:00,,888.0
1967-10-22 00:00:00,,882.0
1967-10-23 00:00:00,,876.0
1967-10-24 00:00:00,,870.0
1967-10-25 00:00:00,,864.0
1967-10-26 00:00:00,,858.0
1967-10-27 00:00:00,,854.0
1967-10-28 00:00:00,,851.0
1967-10-29 00:00:00,,850.0
1967-10-30 00:00:00,,850.0
1967-10-31 00:00:00,,852.0
1967-11-01 00:00:00,,857.0
1967-11-02 00:00:00,,866.0
1967-11-03 00:00:00,,882.0
1967-11-04 00:00:00,,904.0
1967-11-05 00:00:00,,936.0
1967-11-06 00:00:00,,973.0
1967-11-07 00:00:00,,1013.0
1967-11-08 00:00:00,,1052.0
1967-11-09 00:00:00,,1084.0
1967-11-10 00:00:00,,1112.0
1967-11-11 00:00:00,,1135.0
1967-11-12 00:00:00,,1158.0
1967-11-13 00:00:00,,1188.0
1967-11-14 00:00:00,,1232.0
1967-11-15 00:00:00,,1295.0
1967-11-16 00:00:00,,1374.0
1967-11-17 00:00:00,,1458.0
1967-11-18 00:00:00,,1540.0
1967-11-19 00:00:00,,1612.0
1967-11-20 00:00:00,,1674.0
1967-11-21 00:00:00,,1730.0
1967-11-22 00:00:00,,1786.0
1967-11-23 00:00:00,,1849.0
1967-11-24 00:00:00,,1923.0
1967-11-25 00:00:00,,2009.0
1967-11-26 00:00:00,,2104.0
1967-11-27 00:00:00,,2197.0
1967-11-28 00:00:00,,2278.0
1967-11-29 00:00:00,,2344.0
1967-11-30 00:00:00,,2399.0
1967-12-01 00:00:00,,2457.0
1967-12-02 00:00:00,,2535.0
1967-12-03 00:00:00,,2645.0
1967-12-04 00:00:00,,2786.0
1967-12-05 00:00:00,,2946.0
1967-12-06 00:00:00,,3101.0
1967-12-07 00:00:00,,3232.0
1967-12-08 00:00:00,,3335.0
1967-12-09 00:00:00,,3422.0
1967-12-10 00:00:00,,3517.0
1967-12-11 00:00:00,,3638.0
1967-12-12 00:00:00,,3784.0
1967-12-13 00:00:00,,3981.0
1967-12-14 00:00:00,,4182.0
1967-12-15 00:00:00,,4307.0
1967-12-16 00:00:00,,4393.0
1967-12-17 00:00:00,,4387.0
1967-12-18 00:00:00,,4304.0
1967-12-19 00:00:00,,4170.0
1967-12-20 00:00:00,,3963.0
1967-12-21 00:00:00,,3742.0
1967-12-22 00:00:00,,3584.0
1967-12-23 00:00:00,,3471.0
1967-12-24 00:00:00,,3421.0
1967-12-25 00:00:00,,3460.0
1967-12-26 00:00:00,,3597.0
1967-12-27 00:00:00,,3864.0
1967-12-28 00:00:00,,4327.0
1967-12-29 00:00:00,,5355.0
1967-12-30 00:00:00,,5438.0
1967-12-31 00:00:00,,5535.0
1968-01-01 00:00:00,,5611.0
1968-01-02 00:00:00,,5323.0
1968-01-03 00:00:00,,5271.0
1968-01-04 00:00:00,,5236.0
1968-01-05 00:00:00,,5239.0
1968-01-06 00:00:00,,5284.0
1968-01-07 00:00:00,,5319.0
1968-01-08 00:00:00,,5336.0
1968-01-09 00:00:00,,5338.0
1968-01-10 00:00:00,,5332.0
1968-01-11 00:00:00,,5326.0
1968-01-12 00:00:00,,5320.0
1968-01-13 00:00:00,,5313.0
1968-01-14 00:00:00,,5304.0
1968-01-15 00:00:00,,5299.0
1968-01-16 00:00:00,,5302.0
1968-01-17 00:00:00,,5311.0
1968-01-18 00:00:00,,5322.0
1968-01-19 00:00:00,,5333.0
1968-01-20 00:00:00,,5353.0
1968-01-21 00:00:00,,5390.0
1968-01-22 00:00:00,,5445.0
1968-01-23 00:00:00,,5517.0
1968-01-24 00:00:00,,5601.0
1968-01-25 00:00:00,,5689.0
1968-01-26 00:00:00,,5777.0
1968-01-27 00:00:00,,5858.0
1968-01-28 00:00:00,,5931.0
1968-01-29 00:00:00,,5994.0
1968-01-30 00:00:00,,6046.0
1968-01-31 00:00:00,,6082.0
1968-02-01 00:00:00,,6095.0
1968-02-02 00:00:00,,6072.0
1968-02-03 00:00:00,,6006.0
1968-02-04 00:00:00,,5926.0
1968-02-05 00:00:00,,5831.0
1968-02-06 00:00:00,,5663.0
1968-02-07 00:00:00,,5457.0
1968-02-08 00:00:00,,5238.0
1968-02-09 00:00:00,,5000.0
1968-02-10 00:00:00,,4720.0
1968-02-11 00:00:00,,4430.0
1968-02-12 00:00:00,,4704.0
1968-02-13 00:00:00,,4707.0
1968-02-14 00:00:00,,4671.0
1968-02-15 00:00:00,,4638.0
1968-02-16 00:00:00,,4526.0
1968-02-17 00:00:00,,3915.0
1968-02-18 00:00:00,,3967.0
1968-02-19 00:00:00,,4025.0
1968-02-20 00:00:00,,4120.0
1968-02-21 00:00:00,,4247.0
1968-02-22 00:00:00,,4345.0
1968-02-23 00:00:00,,4434.0
1968-02-24 00:00:00,,4510.0
1968-02-25 00:00:00,,4567.0
1968-02-26 00:00:00,,4595.0
1968-02-27 00:00:00,,4915.0
1968-02-28 00:00:00,,4955.0
1968-02-29 00:00:00,,4972.0
1968-03-01 00:00:00,,4611.0
1968-03-02 00:00:00,,4647.0
1968-03-03 00:00:00,,4706.0
1968-03-04 00:00:00,,4878.0
1968-03-05 00:00:00,,5193.0
1968-03-06 00:00:00,,5490.0
1968-03-07 00:00:00,,5788.0
1968-03-08 00:00:00,,6043.0
1968-03-09 00:00:00,,6143.0
1968-03-10 00:00:00,,6195.0
1968-03-11 00:00:00,,6397.0
1968-03-12 00:00:00,,6727.0
1968-03-13 00:00:00,,7287.0
1968-03-14 00:00:00,,6856.0
1968-03-15 00:00:00,,7126.0
1968-03-16 00:00:00,,7373.0
1968-03-17 00:00:00,,8070.0
1968-03-18 00:00:00,,7536.0
1968-03-19 00:00:00,,7244.0
1968-03-20 00:00:00,,7375.0
1968-03-21 00:00:00,,7761.0
1968-03-22 00:00:00,,7916.0
1968-03-23 00:00:00,,7837.0
1968-03-24 00:00:00,,7745.0
1968-03-25 00:00:00,,7604.0
1968-03-26 00:00:00,,7449.0
1968-03-27 00:00:00,,7292.0
1968-03-28 00:00:00,,7176.0
1968-03-29 00:00:00,,7131.0
1968-03-30 00:00:00,,7093.0
1968-03-31 00:00:00,,7070.0
1968-04-01 00:00:00,,7099.0
1968-04-02 00:00:00,,7141.0
1968-04-03 00:00:00,,7185.0
1968-04-04 00:00:00,,7220.0
1968-04-05 00:00:00,,7240.0
1968-04-06 00:00:00,,7244.0
1968-04-07 00:00:00,,7229.0
1968-04-08 00:00:00,,7189.0
1968-04-09 00:00:00,,7117.0
1968-04-10 00:00:00,,6998.0
1968-04-11 00:00:00,,6810.0
1968-04-12 00:00:00,,6531.0
1968-04-13 00:00:00,,6168.0
1968-04-14 00:00:00,,5762.0
1968-04-15 00:00:00,,5818.0
1968-04-16 00:00:00,,5532.0
1968-04-17 00:00:00,,5201.0
1968-04-18 00:00:00,,4623.0
1968-04-19 00:00:00,,4510.0
1968-04-20 00:00:00,,4447.0
1968-04-21 00:00:00,,4446.0
1968-04-22 00:00:00,,4485.0
1968-04-23 00:00:00,,4488.0
1968-04-24 00:00:00,,4465.0
1968-04-25 00:00:00,,4399.0
1968-04-26 00:00:00,,4293.0
1968-04-27 00:00:00,,4133.0
1968-04-28 00:00:00,,3928.0
1968-04-29 00:00:00,,3747.0
1968-04-30 00:00:00,,3574.0
1968-05-01 00:00:00,,3414.0
1968-05-02 00:00:00,,3271.0
1968-05-03 00:00:00,,3151.0
1968-05-04 00:00:00,,3054.0
1968-05-05 00:00:00,,3027.0
1968-05-06 00:00:00,,3052.0
1968-05-07 00:00:00,,2974.0
1968-05-08 00:00:00,,2846.0
1968-05-09 00:00:00,,2822.0
1968-05-10 00:00:00,,2887.0
1968-05-11 00:00:00,,2884.0
1968-05-12 00:00:00,,2774.0
1968-05-13 00:00:00,,2631.0
1968-05-14 00:00:00,,2493.0
1968-05-15 00:00:00,,2415.0
1968-05-16 00:00:00,,2361.0
1968-05-17 00:00:00,,2319.0
1968-05-18 00:00:00,,2286.0
1968-05-19 00:00:00,,2260.0
1968-05-20 00:00:00,,2236.0
1968-05-21 00:00:00,,2215.0
1968-05-22 00:00:00,,2196.0
1968-05-23 00:00:00,,2180.0
1968-05-24 00:00:00,,2167.0
1968-05-25 00:00:00,,2154.0
1968-05-26 00:00:00,,2136.0
1968-05-27 00:00:00,,2113.0
1968-05-28 00:00:00,,2082.0
1968-05-29 00:00:00,,2044.0
1968-05-30 00:00:00,,2000.0
1968-05-31 00:00:00,,1952.0
1968-06-01 00:00:00,,1905.0
1968-06-02 00:00:00,,1863.0
1968-06-03 00:00:00,,1829.0
1968-06-04 00:00:00,,1798.0
1968-06-05 00:00:00,,1770.0
1968-06-06 00:00:00,,1747.0
1968-06-07 00:00:00,,1735.0
1968-06-08 00:00:00,,1734.0
1968-06-09 00:00:00,,1739.0
1968-06-10 00:00:00,,1743.0
1968-06-11 00:00:00,,1741.0
1968-06-12 00:00:00,,1732.0
1968-06-13 00:00:00,,1716.0
1968-06-14 00:00:00,,1697.0
1968-06-15 00:00:00,,1678.0
1968-06-16 00:00:00,,1663.0
1968-06-17 00:00:00,,1653.0
1968-06-18 00:00:00,,1645.0
1968-06-19 00:00:00,,1638.0
1968-06-20 00:00:00,,1631.0
1968-06-21 00:00:00,,1624.0
1968-06-22 00:00:00,,1616.0
1968-06-23 00:00:00,,1608.0
1968-06-24 00:00:00,,1601.0
1968-06-25 00:00:00,,1594.0
1968-06-26 00:00:00,,1587.0
1968-06-27 00:00:00,,1580.0
1968-06-28 00:00:00,,1573.0
1968-06-29 00:00:00,,1566.0
1968-06-30 00:00:00,,1559.0
1968-07-01 00:00:00,,1552.0
1968-07-02 00:00:00,,1546.0
1968-07-03 00:00:00,,1539.0
1968-07-04 00:00:00,,1533.0
1968-07-05 00:00:00,,1527.0
1968-07-06 00:00:00,,1520.0
1968-07-07 00:00:00,,1513.0
1968-07-08 00:00:00,,1506.0
1968-07-09 00:00:00,,1499.0
1968-07-10 00:00:00,,1492.0
1968-07-11 00:00:00,,1485.0
1968-07-12 00:00:00,,1479.0
1968-07-13 00:00:00,,1473.0
1968-07-14 00:00:00,,1467.0
1968-07-15 00:00:00,,1460.0
1968-07-16 00:00:00,,1453.0
1968-07-17 00:00:00,,1446.0
1968-07-18 00:00:00,,1439.0
1968-07-19 00:00:00,,1434.0
1968-07-20 00:00:00,,1429.0
1968-07-21 00:00:00,,1423.0
1968-07-22 00:00:00,,1417.0
1968-07-23 00:00:00,,1409.0
1968-07-24 00:00:00,,1402.0
1968-07-25 00:00:00,,1396.0
1968-07-26 00:00:00,,1392.0
1968-07-27 00:00:00,,1388.0
1968-07-28 00:00:00,,1385.0
1968-07-29 00:00:00,,1381.0
1968-07-30 00:00:00,,1377.0
1968-07-31 00:00:00,,1372.0
1968-08-01 00:00:00,,1367.0
1968-08-02 00:00:00,,1363.0
1968-08-03 00:00:00,,1359.0
1968-08-04 00:00:00,,1355.0
1968-08-05 00:00:00,,1351.0
1968-08-06 00:00:00,,1348.0
1968-08-07 00:00:00,,1344.0
1968-08-08 00:00:00,,1340.0
1968-08-09 00:00:00,,1335.0
1968-08-10 00:00:00,,1330.0
1968-08-11 00:00:00,,1325.0
1968-08-12 00:00:00,,1320.0
1968-08-13 00:00:00,,1316.0
1968-08-14 00:00:00,,1314.0
1968-08-15 00:00:00,,1312.0
1968-08-16 00:00:00,,1311.0
1968-08-17 00:00:00,,1311.0
1968-08-18 00:00:00,,1312.0
1968-08-19 00:00:00,,1313.0
1968-08-20 00:00:00,,1312.0
1968-08-21 00:00:00,,1310.0
1968-08-22 00:00:00,,1307.0
1968-08-23 00:00:00,,1304.0
1968-08-24 00:00:00,,1301.0
1968-08-25 00:00:00,,1297.0
1968-08-26 00:00:00,,1294.0
1968-08-27 00:00:00,,1292.0
1968-08-28 00:00:00,,1291.0
1968-08-29 00:00:00,,1291.0
1968-08-30 00:00:00,,1289.0
1968-08-31 00:00:00,,1287.0
1968-09-01 00:00:00,,1282.0
1968-09-02 00:00:00,,1274.0
1968-09-03 00:00:00,,1263.0
1968-09-04 00:00:00,,1250.0
1968-09-05 00:00:00,,1235.0
1968-09-06 00:00:00,,1222.0
1968-09-07 00:00:00,,1211.0
1968-09-08 00:00:00,,1202.0
1968-09-09 00:00:00,,1194.0
1968-09-10 00:00:00,,1189.0
1968-09-11 00:00:00,,1187.0
1968-09-12 00:00:00,,1187.0
1968-09-13 00:00:00,,1189.0
1968-09-14 00:00:00,,1190.0
1968-09-15 00:00:00,,1191.0
1968-09-16 00:00:00,,1190.0
1968-09-17 00:00:00,,1190.0
1968-09-18 00:00:00,,1194.0
1968-09-19 00:00:00,,1211.0
1968-09-20 00:00:00,,1243.0
1968-09-21 00:00:00,,1285.0
1968-09-22 00:00:00,,1328.0
1968-09-23 00:00:00,,1363.0
1968-09-24 00:00:00,,1380.0
1968-09-25 00:00:00,,1381.0
1968-09-26 00:00:00,,1369.0
1968-09-27 00:00:00,,1349.0
1968-09-28 00:00:00,,1322.0
1968-09-29 00:00:00,,1289.0
1968-09-30 00:00:00,,1252.0
1968-10-01 00:00:00,,1215.0
1968-10-02 00:00:00,,1180.0
1968-10-03 00:00:00,,1151.0
1968-10-04 00:00:00,,1130.0
1968-10-05 00:00:00,,1116.0
1968-10-06 00:00:00,,1109.0
1968-10-07 00:00:00,,1106.0
1968-10-08 00:00:00,,1105.0
1968-10-09 00:00:00,,1105.0
1968-10-10 00:00:00,,1106.0
1968-10-11 00:00:00,,1106.0
1968-10-12 00:00:00,,1105.0
1968-10-13 00:00:00,,1104.0
1968-10-14 00:00:00,,1103.0
1968-10-15 00:00:00,,1105.0
1968-10-16 00:00:00,,1110.0
1968-10-17 00:00:00,,1117.0
1968-10-18 00:00:00,,1126.0
1968-10-19 00:00:00,,1137.0
1968-10-20 00:00:00,,1151.0
1968-10-21 00:00:00,,1171.0
1968-10-22 00:00:00,,1198.0
1968-10-23 00:00:00,,1229.0
1968-10-24 00:00:00,,1262.0
1968-10-25 00:00:00,,1295.0
1968-10-26 00:00:00,,1325.0
1968-10-27 00:00:00,,1353.0
1968-10-28 00:00:00,,1382.0
1968-10-29 00:00:00,,1422.0
1968-10-30 00:00:00,,1480.0
1968-10-31 00:00:00,,1568.0
1968-11-01 00:00:00,,1693.0
1968-11-02 00:00:00,,1840.0
1968-11-03 00:00:00,,1976.0
1968-11-04 00:00:00,,2070.0
1968-11-05 00:00:00,,2111.0
1968-11-06 00:00:00,,2108.0
1968-11-07 00:00:00,,2073.0
1968-11-08 00:00:00,,2016.0
1968-11-09 00:00:00,,1945.0
1968-11-10 00:00:00,,1866.0
1968-11-11 00:00:00,,1780.0
1968-11-12 00:00:00,,1691.0
1968-11-13 00:00:00,,1607.0
1968-11-14 00:00:00,,1533.0
1968-11-15 00:00:00,,1474.0
1968-11-16 00:00:00,,1423.0
1968-11-17 00:00:00,,1379.0
1968-11-18 00:00:00,,1339.0
1968-11-19 00:00:00,,1304.0
1968-11-20 00:00:00,,1277.0
1968-11-21 00:00:00,,1268.0
1968-11-22 00:00:00,,1287.0
1968-11-23 00:00:00,,1336.0
1968-11-24 00:00:00,,1404.0
1968-11-25 00:00:00,,1478.0
1968-11-26 00:00:00,,1559.0
1968-11-27 00:00:00,,1652.0
1968-11-28 00:00:00,,1767.0
1968-11-29 00:00:00,,1913.0
1968-11-30 00:00:00,,2089.0
1968-12-01 00:00:00,,2290.0
1968-12-02 00:00:00,,2506.0
1968-12-03 00:00:00,,2730.0
1968-12-04 00:00:00,,2954.0
1968-12-05 00:00:00,,3160.0
1968-12-06 00:00:00,,3382.0
1968-12-07 00:00:00,,3588.0
1968-12-08 00:00:00,,3683.0
1968-12-09 00:00:00,,3732.0
1968-12-10 00:00:00,,3733.0
1968-12-11 00:00:00,,3722.0
1968-12-12 00:00:00,,3703.0
1968-12-13 00:00:00,,3698.0
1968-12-14 00:00:00,,3788.0
1968-12-15 00:00:00,,3945.0
1968-12-16 00:00:00,,4154.0
1968-12-17 00:00:00,,4392.0
1968-12-18 00:00:00,,4627.0
1968-12-19 00:00:00,,4831.0
1968-12-20 00:00:00,,4988.0
1968-12-21 00:00:00,,5101.0
1968-12-22 00:00:00,,5181.0
1968-12-23 00:00:00,,5242.0
1968-12-24 00:00:00,,5290.0
1968-12-25 00:00:00,,5325.0
1968-12-26 00:00:00,,5339.0
1968-12-27 00:00:00,,5365.0
1968-12-28 00:00:00,,5421.0
1968-12-29 00:00:00,,5403.0
1968-12-30 00:00:00,,5277.0
1968-12-31 00:00:00,,5075.0
1969-01-01 00:00:00,,4829.0
1969-01-02 00:00:00,,5183.0
1969-01-03 00:00:00,,4983.0
1969-01-04 00:00:00,,4836.0
1969-01-05 00:00:00,,4640.0
1969-01-06 00:00:00,,4484.0
1969-01-07 00:00:00,,4362.0
1969-01-08 00:00:00,,4244.0
1969-01-09 00:00:00,,4115.0
1969-01-10 00:00:00,,3589.0
1969-01-11 00:00:00,,3441.0
1969-01-12 00:00:00,,3312.0
1969-01-13 00:00:00,,3205.0
1969-01-14 00:00:00,,3115.0
1969-01-15 00:00:00,,3034.0
1969-01-16 00:00:00,,2955.0
1969-01-17 00:00:00,,2868.0
1969-01-18 00:00:00,,2770.0
1969-01-19 00:00:00,,2664.0
1969-01-20 00:00:00,,2555.0
1969-01-21 00:00:00,,2449.0
1969-01-22 00:00:00,,2351.0
1969-01-23 00:00:00,,2262.0
1969-01-24 00:00:00,,2186.0
1969-01-25 00:00:00,,2126.0
1969-01-26 00:00:00,,2084.0
1969-01-27 00:00:00,,2061.0
1969-01-28 00:00:00,,2092.0
1969-01-29 00:00:00,,2186.0
1969-01-30 00:00:00,,2239.0
1969-01-31 00:00:00,,2267.0
1969-02-01 00:00:00,,2384.0
1969-02-02 00:00:00,,2575.0
1969-02-03 00:00:00,,2832.0
1969-02-04 00:00:00,,3132.0
1969-02-05 00:00:00,,3439.0
1969-02-06 00:00:00,,3724.0
1969-02-07 00:00:00,,4339.0
1969-02-08 00:00:00,,4768.0
1969-02-09 00:00:00,,4846.0
1969-02-10 00:00:00,,5134.0
1969-02-11 00:00:00,,5313.0
1969-02-12 00:00:00,,5510.0
1969-02-13 00:00:00,,5520.0
1969-02-14 00:00:00,,5536.0
1969-02-15 00:00:00,,5470.0
1969-02-16 00:00:00,,5587.0
1969-02-17 00:00:00,,5621.0
1969-02-18 00:00:00,,5371.0
1969-02-19 00:00:00,,4703.0
1969-02-20 00:00:00,,4284.0
1969-02-21 00:00:00,,3843.0
1969-02-22 00:00:00,,3385.0
1969-02-23 00:00:00,,3324.0
1969-02-24 00:00:00,,3308.0
1969-02-25 00:00:00,,3332.0
1969-02-26 00:00:00,,3387.0
1969-02-27 00:00:00,,3462.0
1969-02-28 00:00:00,,3544.0
1969-03-01 00:00:00,,3622.0
1969-03-02 00:00:00,,3684.0
1969-03-03 00:00:00,,3720.0
1969-03-04 00:00:00,,3724.0
1969-03-05 00:00:00,,3700.0
1969-03-06 00:00:00,,3660.0
1969-03-07 00:00:00,,3632.0
1969-03-08 00:00:00,,3947.0
1969-03-09 00:00:00,,4066.0
1969-03-10 00:00:00,,4149.0
1969-03-11 00:00:00,,4260.0
1969-03-12 00:00:00,,4343.0
1969-03-13 00:00:00,,4605.0
1969-03-14 00:00:00,,5050.0
1969-03-15 00:00:00,,4989.0
1969-03-16 00:00:00,,4961.0
1969-03-17 00:00:00,,5434.0
1969-03-18 00:00:00,,5316.0
1969-03-19 00:00:00,,5082.0
1969-03-20 00:00:00,,4805.0
1969-03-21 00:00:00,,4768.0
1969-03-22 00:00:00,,4800.0
1969-03-23 00:00:00,,5060.0
1969-03-24 00:00:00,,5107.0
1969-03-25 00:00:00,,4829.0
1969-03-26 00:00:00,,4760.0
1969-03-27 00:00:00,,4766.0
1969-03-28 00:00:00,,5006.0
1969-03-29 00:00:00,,4966.0
1969-03-30 00:00:00,,4840.0
1969-03-31 00:00:00,,4796.0
1969-04-01 00:00:00,,4649.0
1969-04-02 00:00:00,,4506.0
1969-04-03 00:00:00,,4357.0
1969-04-04 00:00:00,,4115.0
1969-04-05 00:00:00,,3918.0
1969-04-06 00:00:00,,3790.0
1969-04-07 00:00:00,,3728.0
1969-04-08 00:00:00,,3618.0
1969-04-09 00:00:00,,3503.0
1969-04-10 00:00:00,,3260.0
1969-04-11 00:00:00,,2865.0
1969-04-12 00:00:00,,2772.0
1969-04-13 00:00:00,,2673.0
1969-04-14 00:00:00,,2574.0
1969-04-15 00:00:00,,2479.0
1969-04-16 00:00:00,,2390.0
1969-04-17 00:00:00,,2312.0
1969-04-18 00:00:00,,2244.0
1969-04-19 00:00:00,,2186.0
1969-04-20 00:00:00,,2135.0
1969-04-21 00:00:00,,2089.0
1969-04-22 00:00:00,,2049.0
1969-04-23 00:00:00,,2016.0
1969-04-24 00:00:00,,1988.0
1969-04-25 00:00:00,,1962.0
1969-04-26 00:00:00,,1938.0
1969-04-27 00:00:00,,1913.0
1969-04-28 00:00:00,,1887.0
1969-04-29 00:00:00,,1856.0
1969-04-30 00:00:00,,1822.0
1969-05-01 00:00:00,,1786.0
1969-05-02 00:00:00,,1754.0
1969-05-03 00:00:00,,1726.0
1969-05-04 00:00:00,,1701.0
1969-05-05 00:00:00,,1675.0
1969-05-06 00:00:00,,1649.0
1969-05-07 00:00:00,,1626.0
1969-05-08 00:00:00,,1608.0
1969-05-09 00:00:00,,1597.0
1969-05-10 00:00:00,,1595.0
1969-05-11 00:00:00,,1603.0
1969-05-12 00:00:00,,1619.0
1969-05-13 00:00:00,,1641.0
1969-05-14 00:00:00,,1668.0
1969-05-15 00:00:00,,1696.0
1969-05-16 00:00:00,,1722.0
1969-05-17 00:00:00,,1747.0
1969-05-18 00:00:00,,1770.0
1969-05-19 00:00:00,,1795.0
1969-05-20 00:00:00,,1819.0
1969-05-21 00:00:00,,1839.0
1969-05-22 00:00:00,,1849.0
1969-05-23 00:00:00,,1841.0
1969-05-24 00:00:00,,1816.0
1969-05-25 00:00:00,,1776.0
1969-05-26 00:00:00,,1729.0
1969-05-27 00:00:00,,1681.0
1969-05-28 00:00:00,,1634.0
1969-05-29 00:00:00,,1589.0
1969-05-30 00:00:00,,1547.0
1969-05-31 00:00:00,,1510.0
1969-06-01 00:00:00,,1481.0
1969-06-02 00:00:00,,1458.0
1969-06-03 00:00:00,,1437.0
1969-06-04 00:00:00,,1414.0
1969-06-05 00:00:00,,1391.0
1969-06-06 00:00:00,,1372.0
1969-06-07 00:00:00,,1359.0
1969-06-08 00:00:00,,1351.0
1969-06-09 00:00:00,,1346.0
1969-06-10 00:00:00,,1341.0
1969-06-11 00:00:00,,1334.0
1969-06-12 00:00:00,,1325.0
1969-06-13 00:00:00,,1312.0
1969-06-14 00:00:00,,1298.0
1969-06-15 00:00:00,,1282.0
1969-06-16 00:00:00,,1265.0
1969-06-17 00:00:00,,1251.0
1969-06-18 00:00:00,,1238.0
1969-06-19 00:00:00,,1226.0
1969-06-20 00:00:00,,1215.0
1969-06-21 00:00:00,,1202.0
1969-06-22 00:00:00,,1186.0
1969-06-23 00:00:00,,1168.0
1969-06-24 00:00:00,,1152.0
1969-06-25 00:00:00,,1138.0
1969-06-26 00:00:00,,1129.0
1969-06-27 00:00:00,,1127.0
1969-06-28 00:00:00,,1134.0
1969-06-29 00:00:00,,1149.0
1969-06-30 00:00:00,,1165.0
1969-07-01 00:00:00,,1177.0
1969-07-02 00:00:00,,1179.0
1969-07-03 00:00:00,,1174.0
1969-07-04 00:00:00,,1166.0
1969-07-05 00:00:00,,1160.0
1969-07-06 00:00:00,,1156.0
1969-07-07 00:00:00,,1152.0
1969-07-08 00:00:00,,1146.0
1969-07-09 00:00:00,,1136.0
1969-07-10 00:00:00,,1124.0
1969-07-11 00:00:00,,1112.0
1969-07-12 00:00:00,,1103.0
1969-07-13 00:00:00,,1101.0
1969-07-14 00:00:00,,1105.0
1969-07-15 00:00:00,,1114.0
1969-07-16 00:00:00,,1125.0
1969-07-17 00:00:00,,1137.0
1969-07-18 00:00:00,,1145.0
1969-07-19 00:00:00,,1148.0
1969-07-20 00:00:00,,1145.0
1969-07-21 00:00:00,,1139.0
1969-07-22 00:00:00,,1129.0
1969-07-23 00:00:00,,1118.0
1969-07-24 00:00:00,,1108.0
1969-07-25 00:00:00,,1099.0
1969-07-26 00:00:00,,1091.0
1969-07-27 00:00:00,,1084.0
1969-07-28 00:00:00,,1078.0
1969-07-29 00:00:00,,1074.0
1969-07-30 00:00:00,,1071.0
1969-07-31 00:00:00,,1068.0
1969-08-01 00:00:00,,1064.0
1969-08-02 00:00:00,,1060.0
1969-08-03 00:00:00,,1054.0
1969-08-04 00:00:00,,1046.0
1969-08-05 00:00:00,,1039.0
1969-08-06 00:00:00,,1031.0
1969-08-07 00:00:00,,1025.0
1969-08-08 00:00:00,,1019.0
1969-08-09 00:00:00,,1015.0
1969-08-10 00:00:00,,1011.0
1969-08-11 00:00:00,,1009.0
1969-08-12 00:00:00,,1007.0
1969-08-13 00:00:00,,1008.0
1969-08-14 00:00:00,,1009.0
1969-08-15 00:00:00,,1010.0
1969-08-16 00:00:00,,1010.0
1969-08-17 00:00:00,,1008.0
1969-08-18 00:00:00,,1004.0
1969-08-19 00:00:00,,999.0
1969-08-20 00:00:00,,996.0
1969-08-21 00:00:00,,994.0
1969-08-22 00:00:00,,993.0
1969-08-23 00:00:00,,991.0
1969-08-24 00:00:00,,988.0
1969-08-25 00:00:00,,984.0
1969-08-26 00:00:00,,980.0
1969-08-27 00:00:00,,975.0
1969-08-28 00:00:00,,970.0
1969-08-29 00:00:00,,964.0
1969-08-30 00:00:00,,959.0
1969-08-31 00:00:00,,952.0
1969-09-01 00:00:00,,944.0
1969-09-02 00:00:00,,936.0
1969-09-03 00:00:00,,928.0
1969-09-04 00:00:00,,920.0
1969-09-05 00:00:00,,912.0
1969-09-06 00:00:00,,903.0
1969-09-07 00:00:00,,895.0
1969-09-08 00:00:00,,886.0
1969-09-09 00:00:00,,878.0
1969-09-10 00:00:00,,870.0
1969-09-11 00:00:00,,861.0
1969-09-12 00:00:00,,853.0
1969-09-13 00:00:00,,846.0
