,53540001_FLU,53620000_FLU,53630000_FLU,53650000_FLU,53732000_FLU,53780000_FLU,53880000_FLU,53950000_FLU
1988-06-25,1.93,1.03,1.43,2.236,,4.362,13.037,17.581
1988-06-26,1.93,1.03,1.43,2.111,,4.094,12.618,16.382
1988-06-27,1.93,1.03,1.324,1.874,,4.094,11.794,15.604
1988-06-28,1.808,1.132,1.43,1.874,,4.094,11.794,15.221
1988-06-29,1.808,1.03,1.324,1.874,,4.362,11.794,14.842
1988-06-30,1.808,1.03,1.324,1.874,,5.806,11.794,14.467
1988-07-01,1.808,1.03,1.324,1.762,,5.504,11.794,14.467
1988-07-02,1.808,1.03,1.225,1.762,,4.919,11.794,14.467
1988-07-03,1.808,1.03,1.225,1.762,,4.919,13.893,14.467
1988-07-04,1.808,1.03,1.131,1.762,,5.208,13.462,14.467
1988-07-05,1.69,1.03,1.274,1.762,,5.208,13.462,14.467
1988-07-06,1.69,1.03,1.324,2.365,,5.208,13.893,14.097
1988-07-07,1.69,1.03,1.324,2.111,,5.504,14.328,14.097
1988-07-08,1.69,1.03,1.324,1.874,,5.806,14.769,13.731
1988-07-09,1.69,1.03,1.324,1.874,,6.115,14.769,13.731
1988-07-10,1.69,1.03,1.225,1.874,,5.806,15.214,13.368
1988-07-11,1.69,1.03,1.177,1.874,,5.504,15.214,13.011
1988-07-12,1.69,1.03,1.177,1.874,,5.208,15.214,13.011
1988-07-13,1.69,0.844,1.225,1.874,,5.208,15.214,13.731
1988-07-14,1.578,0.679,1.225,1.874,,4.919,13.893,14.467
1988-07-15,1.578,0.679,1.225,1.874,,4.919,13.462,14.467
1988-07-16,1.578,0.604,1.225,1.874,,4.637,13.462,14.842
1988-07-17,1.578,0.604,1.225,1.762,,4.637,13.462,16.778
1988-07-18,1.578,0.604,1.131,1.762,,5.208,13.462,22.289
1988-07-19,1.578,0.604,1.131,1.762,,6.115,12.618,22.741
1988-07-20,1.578,0.604,1.042,1.762,,9.176,13.893,25.061
1988-07-21,1.578,0.604,1.131,1.762,,7.413,14.328,38.106
1988-07-22,1.578,0.604,1.131,1.762,,9.176,14.328,30.507
1988-07-23,1.47,0.604,1.131,1.762,,8.452,16.581,26.987
1988-07-24,1.47,0.534,1.131,1.762,,7.753,17.993,25.061
1988-07-25,1.47,0.604,1.042,1.762,,7.413,17.993,23.197
1988-07-26,1.47,0.604,1.086,1.762,,6.43,17.993,23.657
1988-07-27,1.47,0.604,0.96,1.654,,5.806,17.047,21.841
1988-07-28,1.47,0.604,0.882,1.354,,5.208,13.893,20.957
1988-07-29,1.47,0.604,0.882,1.354,,4.919,13.893,19.661
1988-07-30,1.47,0.534,0.96,1.45,,4.637,13.462,18.401
1988-07-31,1.47,0.534,0.96,1.45,,4.637,11.794,18.401
1988-08-01,1.47,0.604,0.96,1.45,,4.637,11.794,19.661
1988-08-02,1.47,0.604,0.96,1.45,,4.637,11.794,20.957
1988-08-03,1.367,0.469,0.96,1.45,,4.637,11.794,20.089
1988-08-04,1.367,0.469,0.882,1.354,,4.919,11.794,18.817
1988-08-05,1.367,0.354,0.882,1.354,,5.806,11.794,18.401
1988-08-06,1.367,0.469,0.845,1.262,,6.43,11.794,19.661
1988-08-07,1.269,0.354,0.809,1.262,,6.115,11.794,20.957
1988-08-08,1.269,0.409,0.809,1.262,,5.504,13.037,20.521
1988-08-09,1.269,0.409,0.74,1.089,,4.919,13.037,20.957
1988-08-10,1.269,0.303,0.74,1.089,,4.919,13.037,20.957
1988-08-11,1.175,0.303,0.708,1.089,,5.208,13.037,20.089
1988-08-12,1.175,0.354,0.677,1.009,,5.208,12.618,20.089
1988-08-13,1.175,0.354,0.677,1.009,,4.919,11.794,19.661
1988-08-14,1.175,0.354,0.617,0.932,,4.919,11.794,20.089
1988-08-15,1.175,0.354,0.617,0.932,,4.637,12.618,20.521
1988-08-16,1.086,0.257,0.617,0.932,,4.637,11.794,20.957
1988-08-17,1.086,0.257,0.617,0.932,,5.504,11.794,20.957
1988-08-18,1.086,0.257,0.646,1.009,,6.115,11.794,21.841
1988-08-19,1.001,0.303,0.677,1.009,,6.43,12.618,23.197
1988-08-20,1.001,0.303,0.677,1.009,,8.452,13.462,24.589
1988-08-21,1.001,0.257,0.646,1.009,,10.305,12.203,25.537
1988-08-22,1.001,0.257,0.617,0.932,,9.923,14.769,23.657
1988-08-23,1.001,0.089,0.617,0.932,,8.1,16.121,24.589
1988-08-24,0.92,0.178,0.617,0.932,,7.079,19.942,26.016
1988-08-25,0.92,0.049,0.462,0.722,,6.43,18.958,25.537
1988-08-26,0.92,0.115,0.462,0.722,,5.806,17.993,24.589
1988-08-27,0.92,0.034,0.462,0.722,,5.208,16.581,23.657
1988-08-28,0.92,0.115,0.417,0.66,,4.919,15.214,23.197
1988-08-29,0.92,0.115,0.376,0.6,,4.919,13.893,21.397
1988-08-30,0.92,0.215,0.287,0.442,,4.919,12.618,19.237
1988-08-31,0.92,0.115,0.228,0.352,,4.637,11.794,18.817
1988-09-01,0.92,0.115,0.19,0.274,,4.637,11.794,17.989
1988-09-02,0.92,0.144,0.19,0.274,,4.637,11.39,16.778
1988-09-03,0.92,0.089,0.157,0.239,,4.919,10.992,15.991
1988-09-04,0.843,0.089,0.147,0.239,,4.637,10.992,15.991
1988-09-05,0.843,0.144,0.168,0.274,,4.637,10.599,17.177
1988-09-06,0.843,0.144,0.179,0.274,,5.504,10.211,21.397
1988-09-07,0.771,0.049,0.215,0.312,,7.079,11.794,19.237
1988-09-08,0.771,0.049,0.215,0.312,,6.43,14.769,17.177
1988-09-09,0.771,0.034,0.256,0.395,,6.115,19.448,16.778
1988-09-10,0.702,0.034,0.242,0.352,,5.806,19.448,17.177
1988-09-11,0.638,0.006,0.215,0.312,,5.806,15.665,17.581
1988-09-12,0.638,0.002,0.242,0.352,,5.208,13.893,19.237
1988-09-13,0.638,0.001,0.256,0.395,,5.208,13.462,18.401
1988-09-14,0.577,0.0,0.228,0.352,,5.208,12.618,17.177
1988-09-15,0.52,0.0,0.19,0.274,,4.919,11.794,16.778
1988-09-16,0.52,0.0,0.168,0.274,,4.637,10.992,16.778
1988-09-17,0.467,0.0,0.138,0.207,,4.362,10.599,15.991
1988-09-18,0.467,0.0,0.112,0.178,,4.362,10.211,15.604
1988-09-19,0.467,0.0,0.112,0.178,,4.094,9.082,14.842
1988-09-20,0.417,0.0,0.097,0.152,,4.362,7.657,14.467
1988-09-21,0.371,0.0,0.084,0.128,,4.637,6.98,14.467
1988-09-22,0.328,0.0,0.072,0.106,,4.637,6.01,17.581
1988-09-23,0.328,0.0,0.072,0.106,,4.919,7.316,19.237
1988-09-24,0.328,0.0,0.061,0.087,,5.504,9.082,16.382
1988-09-25,0.288,0.0,0.052,0.07,,5.504,9.453,15.221
1988-09-26,0.288,0.0,0.052,0.07,,5.208,10.211,14.467
1988-09-27,0.251,0.0,0.052,0.07,,4.637,10.992,14.467
1988-09-28,0.251,0.0,0.052,0.07,,4.637,10.992,14.467
1988-09-29,0.251,0.0,0.052,0.07,,4.362,10.992,15.221
1988-09-30,0.218,0.0,0.044,0.055,,4.094,10.599,14.842
1988-10-01,0.218,0.0,0.04,0.055,,3.832,10.211,14.467
1988-10-02,0.187,0.0,0.033,0.042,,3.578,10.211,14.467
1988-10-03,0.187,0.0,0.025,0.032,,3.578,10.211,14.097
1988-10-04,0.159,0.0,0.025,0.032,,3.578,9.082,13.011
1988-10-05,0.159,0.0,0.02,0.032,,3.578,7.657,12.308
1988-10-06,0.159,0.0,0.02,0.032,,3.578,6.65,11.963
1988-10-07,0.134,0.0,0.02,0.032,,3.578,6.327,11.622
1988-10-08,0.134,0.0,0.016,0.032,,3.578,6.327,11.286
1988-10-09,0.134,0.0,0.011,0.015,,3.578,6.327,10.953
1988-10-10,0.134,0.0,0.01,0.015,,3.33,6.327,10.953
1988-10-11,0.112,0.0,0.009,0.015,,3.33,6.327,10.626
1988-10-12,0.112,0.0,0.006,0.015,,3.09,6.327,9.983
1988-10-13,0.112,0.0,0.006,0.015,,3.09,6.01,9.669
1988-10-14,0.112,0.0,0.014,0.015,,3.832,6.01,25.537
1988-10-15,0.092,0.0,0.011,0.015,,4.094,6.65,20.089
1988-10-16,0.092,0.0,0.009,0.015,,4.919,7.316,17.581
1988-10-17,0.092,0.0,0.008,0.015,,5.504,8.005,15.991
1988-10-18,0.074,0.0,0.027,0.042,,5.504,10.211,15.221
1988-10-19,0.074,0.0,0.202,0.312,,5.208,13.893,14.842
1988-10-20,0.074,0.0,0.138,0.207,,5.208,15.665,14.467
1988-10-21,0.092,0.0,0.105,0.152,,4.919,14.769,14.467
1988-10-22,0.092,0.0,0.072,0.106,,4.637,13.037,14.097
1988-10-23,0.187,0.0,0.056,0.087,,4.362,12.203,13.731
1988-10-24,0.159,0.0,0.048,0.07,,4.362,11.794,13.368
1988-10-25,1.001,0.0,0.033,0.042,,4.094,10.599,13.011
1988-10-26,5.531,0.0,0.027,0.042,,4.094,10.211,13.011
1988-10-27,5.063,0.0,0.018,0.032,,4.094,9.453,12.308
1988-10-28,5.063,0.178,0.014,0.015,,3.578,9.082,12.308
1988-10-29,7.965,3.567,0.009,0.015,,3.578,8.358,12.308
1988-10-30,7.667,6.51,0.009,0.015,,3.578,8.005,12.308
1988-10-31,7.667,6.225,0.009,0.015,,3.578,8.005,12.308
1988-11-01,7.376,5.677,7.208,11.06,,3.578,8.005,12.308
1988-11-02,5.774,4.669,7.024,10.602,,3.33,7.316,11.963
1988-11-03,4.839,3.774,6.668,10.282,,3.33,7.316,11.622
1988-11-04,4.204,2.987,5.084,8.768,,3.33,7.316,11.286
1988-11-05,3.81,2.807,4.538,7.928,,3.33,7.316,10.953
1988-11-06,3.623,2.807,4.159,7.139,,3.09,6.327,10.626
1988-11-07,3.623,2.633,3.804,6.162,,3.33,5.699,10.626
1988-11-08,3.81,2.305,3.472,5.27,,3.33,8.717,10.626
1988-11-09,5.774,2.466,3.472,4.856,,4.094,12.618,10.626
1988-11-10,8.901,5.415,3.264,4.656,,4.094,13.037,10.302
1988-11-11,9.562,6.51,3.919,4.271,,3.832,11.794,10.302
1988-11-12,8.901,6.802,7.396,5.06,,3.578,11.794,11.286
1988-11-13,8.27,6.51,8.389,7.659,,3.33,12.203,11.963
1988-11-14,7.376,5.677,8.183,8.768,,3.09,11.794,12.657
1988-11-15,6.281,4.669,7.024,8.482,,2.858,11.794,11.622
1988-11-16,5.531,3.987,6.494,8.202,,2.632,11.794,11.286
1988-11-17,4.409,3.367,5.228,7.396,,2.415,11.794,11.286
1988-11-18,4.004,2.807,4.538,7.139,,2.415,12.618,12.308
1988-11-19,3.265,2.633,4.038,6.64,,2.858,20.946,13.368
1988-11-20,2.772,2.151,3.804,6.162,,3.578,12.618,18.817
1988-11-21,2.772,1.724,3.472,4.086,,3.832,11.794,16.382
1988-11-22,2.772,1.594,2.969,4.271,,3.09,11.794,14.097
1988-11-23,2.772,1.594,2.608,3.731,,2.858,11.794,13.368
1988-11-24,2.618,1.47,2.524,3.234,,2.632,12.618,14.097
1988-11-25,2.618,1.47,2.36,3.234,,2.858,12.618,16.382
1988-11-26,2.618,1.47,2.36,3.078,,2.858,21.455,38.106
1988-11-27,2.618,1.724,2.36,2.927,,7.079,27.354,33.674
1988-11-28,2.47,1.594,2.524,5.27,,6.43,26.241,35.308
1988-11-29,2.47,1.724,2.695,4.656,,5.806,28.484,38.106
1988-11-30,2.47,1.239,2.695,3.234,,7.079,30.213,40.412
1988-12-01,2.47,1.132,2.608,3.234,,10.305,29.632,37.539
1988-12-02,2.618,1.132,2.205,3.234,,9.546,27.354,34.215
1988-12-03,4.004,3.174,2.441,2.927,,10.305,25.691,32.603
1988-12-04,5.774,6.802,16.872,26.739,,22.977,31.387,48.311
1988-12-05,7.376,7.725,16.092,30.283,,33.204,265.78,601.167
1988-12-06,7.092,5.948,12.261,36.586,,53.894,383.676,416.43
1988-12-07,8.582,13.398,11.715,38.571,,52.343,293.086,354.478
1988-12-08,35.836,25.171,17.665,41.976,,43.416,248.809,301.639
1988-12-09,47.631,37.936,33.455,50.625,,25.249,184.906,191.26
1988-12-10,53.081,44.346,42.381,54.424,,15.796,120.198,127.684
1988-12-11,57.075,61.63,51.841,66.489,,12.305,83.218,93.329
1988-12-12,58.696,61.63,58.801,84.09,,12.305,65.163,77.161
1988-12-13,53.081,43.504,62.0,63.175,,8.811,60.536,80.287
1988-12-14,64.469,38.698,43.789,52.891,,7.413,68.32,96.723
1988-12-15,76.465,61.63,46.658,50.625,,7.079,76.458,102.789
1988-12-16,87.198,103.873,84.296,50.625,,11.088,89.312,127.684
1988-12-17,84.477,108.698,88.873,66.489,,7.753,119.211,179.891
1988-12-18,71.252,97.686,93.54,93.52,,26.417,169.993,258.824
1988-12-19,68.686,82.063,82.49,125.319,,30.665,366.069,355.702
1988-12-20,58.696,68.356,74.55,104.365,,25.83,239.581,302.818
1988-12-21,53.873,58.455,63.622,84.09,,16.724,179.114,275.995
1988-12-22,50.724,51.515,56.444,76.846,,11.488,137.446,254.289
1988-12-23,48.399,46.942,52.598,72.456,,8.811,99.216,234.684
1988-12-24,45.347,40.254,48.854,34.006,,6.751,90.195,206.493
1988-12-25,41.614,35.0,40.165,36.586,,6.115,79.811,192.413
1988-12-26,38.694,29.006,35.985,26.166,,5.504,68.32,171.016
1988-12-27,34.431,23.31,32.957,26.166,,5.208,59.778,141.513
1988-12-28,26.384,19.834,25.35,23.379,,4.919,62.833,130.595
1988-12-29,21.043,16.681,22.681,23.379,,4.919,47.455,108.117
1988-12-30,16.91,14.754,19.702,22.301,,4.637,44.716,83.467
1988-12-31,15.05,12.962,17.267,19.697,,4.362,38.784,62.354
1989-01-01,12.509,11.305,14.947,18.2,,4.094,35.01,53.476
1989-01-02,10.974,10.147,13.711,15.813,,3.832,32.578,47.056
1989-01-03,10.61,9.416,11.985,14.448,,3.578,29.056,42.777
1989-01-04,10.253,8.378,11.187,12.287,,3.578,27.354,39.83
1989-01-05,9.562,7.725,10.43,11.463,,3.578,25.691,35.86
1989-01-06,8.901,6.802,9.481,11.06,,3.578,23.536,32.603
1989-01-07,7.965,6.225,8.6,9.059,,3.33,21.455,29.993
1989-01-08,7.092,5.677,7.782,8.202,,3.33,19.942,26.5
1989-01-09,6.544,5.677,7.208,7.928,,3.33,18.473,22.741
1989-01-10,6.544,5.159,6.668,6.886,,3.09,17.993,20.957
1989-01-11,6.024,4.911,6.668,6.886,,3.09,17.047,18.401
1989-01-12,5.774,4.435,6.324,6.398,,3.09,16.121,16.778
1989-01-13,5.063,4.207,5.835,5.931,,3.09,15.214,15.991
1989-01-14,4.839,3.987,5.375,5.706,,2.858,14.769,15.991
1989-01-15,4.621,3.774,5.228,4.656,,2.858,14.328,15.604
1989-01-16,4.409,3.567,5.679,4.656,,2.632,13.462,14.467
1989-01-17,4.204,3.367,4.943,4.656,,2.632,12.618,13.011
1989-01-18,3.81,2.987,4.805,4.271,,2.632,12.203,12.657
1989-01-19,3.441,2.807,4.282,3.906,,2.632,10.992,12.657
1989-01-20,3.265,2.807,4.038,3.906,,2.415,10.992,12.657
1989-01-21,3.265,2.633,3.919,3.731,,2.415,10.211,12.657
1989-01-22,3.095,3.174,3.919,3.395,,2.415,10.211,12.657
1989-01-23,3.623,2.987,3.919,3.234,,2.632,10.211,12.657
1989-01-24,3.441,2.633,4.038,3.234,,2.632,10.599,12.308
1989-01-25,3.095,2.633,3.804,2.927,,2.632,10.211,11.622
1989-01-26,3.095,2.466,3.58,2.365,,3.33,9.829,10.953
1989-01-27,2.931,2.305,3.58,2.365,,3.832,9.453,11.963
1989-01-28,2.618,2.305,3.472,2.365,,3.832,9.453,13.011
1989-01-29,2.618,2.151,4.67,2.365,,3.33,10.211,13.011
1989-01-30,2.47,2.151,3.472,2.365,,3.09,11.794,13.731
1989-01-31,2.47,2.002,3.264,2.365,,3.832,11.39,14.842
1989-02-01,2.327,2.002,3.065,6.162,,4.637,11.39,13.011
1989-02-02,2.327,1.724,2.876,5.931,,4.919,11.794,13.011
1989-02-03,2.057,1.724,2.876,5.485,,4.919,11.794,13.011
1989-02-04,2.057,1.724,2.969,5.06,,4.637,12.203,13.011
1989-02-05,2.057,1.724,3.58,4.856,,4.637,12.618,13.011
1989-02-06,1.93,1.47,3.472,4.461,,4.637,11.794,13.011
1989-02-07,1.69,1.351,3.065,4.271,,4.362,11.794,12.657
1989-02-08,1.578,1.47,2.608,3.906,,5.504,13.037,12.657
1989-02-09,1.69,1.724,2.36,3.561,,6.115,15.665,12.308
1989-02-10,2.057,1.724,2.205,3.234,,5.806,17.517,12.308
1989-02-11,2.057,2.633,2.205,3.234,,4.919,16.581,11.963
1989-02-12,3.095,2.633,2.36,2.927,,3.832,14.769,11.963
1989-02-13,3.095,2.633,2.608,2.927,,3.33,12.203,11.622
1989-02-14,3.095,2.633,3.58,2.365,,2.858,10.599,11.286
1989-02-15,3.095,2.807,3.58,2.111,,2.415,9.082,11.286
1989-02-16,3.265,2.633,3.691,2.111,,2.205,8.005,11.286
1989-02-17,3.095,2.305,3.58,2.111,,2.205,8.005,10.953
1989-02-18,2.618,2.305,3.367,3.234,,2.205,8.005,10.953
1989-02-19,2.618,2.151,3.264,4.656,,2.002,8.005,10.626
1989-02-20,2.47,1.47,3.065,8.202,,2.002,8.358,10.302
1989-02-21,1.69,1.47,2.784,7.928,,2.002,8.358,10.302
1989-02-22,1.69,1.132,2.524,7.396,,2.002,8.358,10.302
1989-02-23,1.269,0.844,2.282,7.139,,2.205,8.005,10.302
1989-02-24,1.001,0.679,2.131,5.06,,2.205,7.316,10.302
1989-02-25,0.771,0.679,2.058,4.086,,2.205,6.65,10.626
1989-02-26,0.771,0.679,1.987,3.395,,2.002,6.01,10.953
1989-02-27,0.771,0.679,1.661,3.078,,2.002,5.699,10.953
1989-02-28,0.771,0.679,1.542,2.236,,2.002,5.394,10.953
1989-03-01,0.771,0.534,1.43,1.991,,1.808,5.096,10.626
1989-03-02,0.638,0.534,1.43,1.991,,1.808,5.096,10.953
1989-03-03,0.638,0.534,1.274,1.874,,1.808,5.096,11.622
1989-03-04,0.638,0.604,1.086,1.654,,1.622,4.805,12.308
1989-03-05,0.702,0.759,1.0,1.45,,1.622,4.805,12.657
1989-03-06,0.92,1.132,0.96,1.354,,1.622,4.805,13.368
1989-03-07,1.269,0.679,1.43,1.55,,2.002,4.805,14.467
1989-03-08,0.771,0.679,1.542,1.991,,2.858,4.805,13.731
1989-03-09,0.771,0.679,2.524,2.637,,3.578,4.52,13.011
1989-03-10,0.771,0.679,2.131,3.395,,3.578,4.52,12.308
1989-03-11,0.771,0.679,1.722,2.365,,4.362,4.52,10.953
1989-03-12,0.843,1.03,6.494,2.927,,3.832,26.795,16.778
1989-03-13,1.808,8.047,5.084,3.561,,11.894,35.01,28.976
1989-03-14,9.562,8.716,5.679,4.086,,8.1,27.354,24.121
1989-03-15,10.253,12.117,10.186,4.856,,4.362,22.486,23.197
1989-03-16,14.17,11.707,11.985,6.64,,4.637,29.056,20.521
1989-03-17,13.743,14.754,13.116,8.482,,4.637,21.455,19.237
1989-03-18,17.396,16.681,18.066,10.282,,4.362,18.473,18.817
1989-03-19,19.427,14.293,19.288,22.301,,3.578,20.442,19.237
1989-03-20,16.432,12.117,16.872,19.193,,3.832,24.068,23.657
1989-03-21,13.743,10.147,13.711,17.711,,5.208,29.056,28.976
1989-03-22,11.726,8.378,11.985,14.448,,8.452,45.395,33.136
1989-03-23,9.562,7.41,10.43,13.134,,7.413,41.38,30.507
1989-03-24,8.582,6.51,9.032,11.06,,7.413,36.879,28.976
1989-03-25,7.376,5.677,8.183,10.282,,6.43,34.396,27.974
1989-03-26,6.815,6.802,7.396,8.202,,5.504,29.632,28.473
1989-03-27,7.667,5.415,7.024,7.396,,5.504,27.354,29.482
1989-03-28,6.281,4.911,6.158,7.139,,6.43,24.068,27.974
1989-03-29,5.774,4.669,5.679,6.886,,7.413,24.605,27.479
1989-03-30,5.531,4.669,5.084,6.162,,7.079,29.056,26.987
1989-03-31,5.294,3.987,4.805,5.06,,11.894,33.786,28.473
1989-04-01,4.621,3.367,4.409,4.856,,7.079,32.578,35.308
1989-04-02,3.81,3.174,3.919,4.271,,7.079,38.144,33.674
1989-04-03,3.623,2.807,3.58,4.086,,7.079,28.484,31.025
1989-04-04,3.265,2.633,3.264,3.731,,5.504,24.605,24.121
1989-04-05,3.095,2.466,3.065,3.731,,4.919,21.968,21.397
1989-04-06,2.931,2.466,2.876,3.561,,4.362,19.942,19.237
1989-04-07,2.931,2.305,3.065,3.395,,4.919,17.993,18.401
1989-04-08,2.618,2.305,2.784,3.234,,5.208,17.517,20.089
1989-04-09,2.618,2.151,2.695,2.927,,4.919,17.993,21.397
1989-04-10,2.47,2.002,2.695,2.78,,6.751,17.517,22.289
1989-04-11,2.327,1.86,2.524,2.637,,7.079,19.448,21.841
1989-04-12,2.19,1.724,2.36,2.499,,7.079,23.536,22.741
1989-04-13,1.93,1.594,2.205,2.365,,6.751,24.605,27.479
1989-04-14,1.808,1.47,2.058,2.111,,6.115,24.605,26.5
1989-04-15,1.69,1.47,1.918,1.991,,5.208,25.691,24.589
1989-04-16,1.69,1.351,1.851,1.874,,4.919,26.795,28.473
1989-04-17,1.578,1.239,1.786,1.762,,4.919,24.068,29.993
1989-04-18,1.47,1.132,1.661,1.55,,4.637,19.448,25.061
1989-04-19,1.269,1.03,1.661,1.45,,4.637,16.581,19.661
1989-04-20,1.175,0.934,1.485,1.354,,4.094,15.665,17.581
1989-04-21,1.086,0.934,1.376,1.354,,3.832,15.214,16.778
1989-04-22,1.086,0.934,1.324,1.262,,3.578,13.462,15.991
1989-04-23,1.086,0.844,1.225,1.174,,4.094,13.462,15.221
1989-04-24,1.001,0.759,1.131,1.174,,4.362,12.618,14.842
1989-04-25,0.92,0.759,1.131,1.089,,4.094,11.794,16.778
1989-04-26,0.92,0.759,1.131,1.009,,3.832,11.794,16.382
1989-04-27,0.843,0.679,1.225,0.932,,3.832,12.203,15.991
1989-04-28,0.771,0.604,1.0,0.789,,3.578,13.893,15.991
1989-04-29,0.702,0.534,0.882,0.789,,3.33,13.462,15.604
1989-04-30,0.638,0.534,0.882,0.66,,3.09,12.618,15.221
1989-05-01,0.638,0.469,0.774,0.66,,2.858,10.992,14.467
1989-05-02,0.52,0.469,0.677,0.66,,2.858,9.829,14.467
1989-05-03,0.52,0.469,0.646,0.66,,2.858,9.829,14.467
1989-05-04,0.52,0.409,0.617,0.6,,3.33,9.453,14.842
1989-05-05,0.467,0.409,0.617,0.6,,4.362,9.453,15.221
1989-05-06,0.467,0.409,0.646,0.544,,4.362,9.453,15.991
1989-05-07,0.467,0.354,0.617,0.544,,4.362,10.211,15.604
1989-05-08,0.417,0.354,0.617,0.544,,5.504,10.211,14.467
1989-05-09,0.417,0.354,0.646,0.544,,8.452,10.992,14.097
1989-05-10,0.417,0.354,0.562,0.544,,10.694,10.992,13.731
1989-05-11,0.417,0.354,0.535,0.544,,7.079,10.992,13.011
1989-05-12,0.417,0.354,0.439,0.442,,5.208,12.618,12.308
1989-05-13,0.417,0.303,0.376,0.442,,4.919,19.448,11.963
1989-05-14,0.371,0.303,0.271,0.442,,4.362,11.794,11.286
1989-05-15,0.371,0.303,0.228,0.442,,3.832,11.39,10.953
1989-05-16,0.371,0.303,0.19,0.442,,3.578,10.211,10.953
1989-05-17,0.371,0.303,0.157,0.442,,3.578,9.829,11.286
1989-05-18,0.371,0.303,0.12,0.442,,4.094,9.453,11.286
1989-05-19,0.371,0.303,0.09,0.442,,4.362,9.453,10.953
1989-05-20,0.371,0.303,0.072,0.395,,4.094,8.717,15.221
1989-05-21,0.328,0.257,0.066,0.395,,3.832,9.082,19.661
1989-05-22,0.288,0.257,0.061,0.395,,4.094,9.082,24.589
1989-05-23,0.288,0.257,0.052,0.395,,6.751,9.453,29.993
1989-05-24,0.288,0.257,0.048,0.395,,9.546,10.599,36.976
1989-05-25,0.288,0.257,0.044,0.395,,17.673,11.794,39.252
1989-05-26,0.288,0.257,0.036,0.395,,14.891,14.769,34.759
1989-05-27,0.288,0.257,0.061,0.395,,14.446,16.121,32.073
1989-05-28,0.288,0.257,0.202,0.395,,11.088,23.536,29.993
1989-05-29,0.288,0.257,0.338,0.395,,8.1,23.536,27.479
1989-05-30,0.288,0.257,0.562,0.395,,7.079,23.009,25.061
1989-05-31,0.288,0.257,0.51,0.6,,6.115,19.448,23.657
1989-06-01,0.328,0.409,0.439,0.544,,5.504,19.942,20.521
1989-06-02,0.467,0.354,0.396,0.491,,5.504,19.448,18.401
1989-06-03,0.417,0.303,0.376,0.442,,6.115,17.993,15.991
1989-06-04,0.371,0.303,0.338,0.395,,5.806,13.893,14.467
1989-06-05,0.328,0.257,0.32,0.395,,5.208,11.794,15.221
1989-06-06,0.288,0.257,0.303,0.352,,4.919,12.618,17.177
1989-06-07,0.288,0.215,0.338,0.352,,4.919,13.462,16.382
1989-06-08,0.251,0.257,0.32,0.395,,4.919,13.037,15.221
1989-06-09,0.288,0.257,0.256,0.352,,5.806,11.794,14.842
1989-06-10,0.288,0.215,0.242,0.274,,6.43,10.992,14.842
1989-06-11,0.251,0.178,0.215,0.274,,6.115,10.992,15.604
1989-06-12,0.218,0.178,0.19,0.239,,5.208,11.39,16.382
1989-06-13,0.218,0.144,0.271,0.239,,4.919,11.794,15.991
1989-06-14,0.159,0.178,0.462,0.395,,4.362,11.794,13.731
1989-06-15,0.218,0.257,0.485,0.544,,4.094,11.794,12.308
1989-06-16,0.328,0.354,0.462,0.544,,4.362,12.203,12.308
1989-06-17,0.417,0.354,0.417,0.491,,4.362,11.794,10.953
1989-06-18,0.417,0.303,0.417,0.491,,4.362,11.794,16.778
1989-06-19,0.371,0.303,0.376,0.442,,4.637,11.794,20.957
1989-06-20,0.371,0.303,0.376,0.442,,9.923,15.214,31.548
1989-06-21,0.371,0.303,0.376,0.442,,15.796,15.665,40.998
1989-06-22,0.371,0.303,0.338,0.395,,11.088,16.581,52.163
1989-06-23,0.328,0.257,0.32,0.395,,9.176,20.442,58.869
1989-06-24,0.288,0.257,0.256,0.352,,8.1,23.536,59.559
1989-06-25,0.288,0.215,0.256,0.312,,7.079,20.442,59.559
1989-06-26,0.251,0.215,0.271,0.312,,6.43,19.942,60.252
1989-06-27,0.251,0.215,1.6,0.932,,11.894,21.968,60.252
1989-06-28,0.288,0.679,1.6,1.762,,37.835,36.252,60.949
1989-06-29,0.843,1.132,1.43,1.762,,40.588,41.38,60.949
1989-06-30,1.269,1.132,0.882,1.354,,19.729,67.525,60.949
1989-07-01,1.269,0.844,0.646,0.858,,14.446,67.525,60.949
1989-07-02,0.92,0.534,0.562,0.66,,9.176,38.144,60.949
1989-07-03,0.638,0.469,0.562,0.66,,6.43,36.879,60.252
1989-07-04,0.52,0.409,0.535,0.6,,6.43,30.798,57.5
1989-07-05,0.467,0.409,0.462,0.544,,7.413,28.484,53.476
1989-07-06,0.467,0.354,0.462,0.544,,9.176,25.146,50.221
1989-07-07,0.417,0.354,0.396,0.491,,7.753,21.968,44.589
1989-07-08,0.417,0.303,0.439,0.491,,7.753,19.942,40.998
1989-07-09,0.371,0.354,0.51,0.544,,7.413,17.993,39.252
1989-07-10,0.417,0.354,0.51,0.6,,13.144,17.047,36.416
1989-07-11,0.417,0.409,0.439,0.544,,11.894,17.993,34.215
1989-07-12,0.467,0.354,0.396,0.491,,8.452,17.993,31.548
1989-07-13,0.417,0.354,1.042,0.789,,7.753,22.486,27.974
1989-07-14,0.417,0.534,1.274,1.262,,7.079,21.455,25.061
1989-07-15,0.638,0.844,1.225,1.45,,6.43,21.968,23.197
1989-07-16,1.001,0.934,1.131,1.354,,6.43,20.946,21.841
