,A19086,D19086
2019-01-07,200.06,121.0
2019-01-08,176.35,121.0
2019-01-09,144.72,121.0
2019-01-10,144.72,121.0
2019-01-11,136.81,121.0
2019-01-12,144.72,121.0
2019-01-13,152.63,121.0
2019-01-14,144.72,121.0
2019-01-15,160.54,121.0
2019-01-16,125.0,125.0
2019-01-17,122.46,162.0
2019-01-18,132.46,172.0
2019-01-19,121.0,121.0
2019-01-20,121.0,121.0
2019-01-21,81.47,121.0
2019-01-22,116.46,156.0
2019-01-23,115.46,155.0
2019-01-24,105.19,121.0
2019-01-25,113.09,121.0
2019-01-26,105.19,121.0
2019-01-27,105.19,121.0
2019-01-28,98.28,122.0
2019-01-29,105.28,129.0
2019-01-30,100.28,124.0
2019-01-31,105.19,121.0
2019-02-01,105.19,121.0
2019-02-02,121.0,121.0
2019-02-03,125.0,125.0
2019-02-04,123.0,123.0
2019-02-05,124.0,124.0
2019-02-06,128.91,121.0
2019-02-07,129.91,122.0
2019-02-08,137.81,122.0
2019-02-09,138.81,123.0
2019-02-10,146.72,123.0
2019-02-11,154.63,123.0
2019-02-12,162.54,123.0
2019-02-13,177.35,122.0
2019-02-14,195.16,124.0
2019-02-15,201.07,122.0
2019-02-16,225.78,123.0
2019-02-17,264.33,122.0
2019-02-18,281.14,123.0
2019-02-19,359.21,122.0
2019-02-20,477.81,122.0
2019-02-21,756.38,122.0
2019-02-22,900.28,121.0
2019-02-23,726.12,120.0
2019-02-24,509.64,120.0
2019-02-25,422.06,119.0
2019-02-26,336.47,120.0
2019-02-27,320.16,121.0
2019-02-28,320.16,121.0
2019-03-01,320.15,121.0
2019-03-02,313.83,132.0
2019-03-03,310.5,120.0
2019-03-04,294.18,121.0
2019-03-05,284.51,120.0
2019-03-06,284.52,120.0
2019-03-07,271.44,120.0
2019-03-08,266.93,121.0
2019-03-09,249.72,120.0
2019-03-10,249.7,120.0
2019-03-11,241.61,120.0
2019-03-12,241.6,120.0
2019-03-13,242.6,121.0
2019-03-14,242.61,121.0
2019-03-15,242.6,121.0
2019-03-16,242.61,121.0
2019-03-17,242.6,121.0
2019-03-18,242.6,121.0
2019-03-19,242.61,121.0
2019-03-20,233.49,120.0
2019-03-21,233.5,120.0
2019-03-22,223.38,118.0
2019-03-23,223.4,118.0
2019-03-24,215.28,118.0
2019-03-25,214.18,125.0
2019-03-26,209.17,120.0
2019-03-27,201.08,120.0
2019-03-28,192.96,120.0
2019-03-29,184.85,120.0
2019-03-30,183.86,119.0
2019-03-31,183.85,119.0
2019-04-01,183.85,119.0
2019-04-02,183.86,119.0
2019-04-03,183.85,119.0
2019-04-04,183.85,119.0
2019-04-05,175.75,119.0
2019-04-06,183.85,119.0
2019-04-07,191.96,119.0
2019-04-08,191.97,119.0
2019-04-09,200.06,119.0
2019-04-10,208.17,119.0
2019-04-11,216.29,119.0
2019-04-12,216.28,119.0
2019-04-13,216.29,119.0
2019-04-14,216.28,119.0
2019-04-15,209.18,120.0
2019-04-16,208.17,119.0
2019-04-17,199.08,118.0
2019-04-18,188.96,116.0
2019-04-19,188.51,97.0
2019-04-20,193.87,119.0
2019-04-21,193.87,119.0
2019-04-22,193.86,119.0
2019-04-23,202.19,119.0
2019-04-24,202.19,119.0
2019-04-25,160.6,119.0
2019-04-26,160.59,119.0
2019-04-27,160.6,119.0
2019-04-28,160.59,119.0
2019-04-29,160.6,119.0
2019-04-30,135.64,119.0
2019-05-01,135.64,119.0
2019-05-02,135.64,119.0
2019-05-03,135.76,194.0
2019-05-04,130.0,130.0
2019-05-05,127.32,119.0
2019-05-06,119.0,119.0
2019-05-07,109.68,118.0
2019-05-08,110.68,119.0
2019-05-09,102.37,119.0
2019-05-10,94.05,119.0
2019-05-11,101.36,118.0
2019-05-12,93.04,118.0
2019-05-13,93.04,118.0
2019-05-14,84.72,118.0
2019-05-15,85.72,119.0
2019-05-16,85.72,119.0
2019-05-17,77.41,119.0
2019-05-18,76.4,118.0
2019-05-19,76.72,110.0
2019-05-20,76.4,118.0
2019-05-21,76.4,118.0
2019-05-22,76.41,118.0
2019-05-23,77.41,119.0
2019-05-24,77.4,119.0
2019-05-25,70.15,119.0
2019-05-26,69.36,118.0
2019-05-27,69.35,118.0
2019-05-28,69.36,118.0
2019-05-29,69.36,118.0
2019-05-30,70.36,119.0
2019-05-31,70.24,127.0
2019-06-01,68.36,117.0
2019-06-02,60.25,117.0
2019-06-03,60.25,117.0
2019-06-04,60.25,117.0
2019-06-05,60.25,117.0
2019-06-06,60.25,117.0
2019-06-07,60.24,117.0
2019-06-08,60.25,117.0
2019-06-09,60.25,117.0
2019-06-10,60.25,117.0
2019-06-11,60.46,117.21
2019-06-12,60.25,117.0
2019-06-13,60.25,117.0
2019-06-14,60.24,117.0
2019-06-15,60.25,117.0
2019-06-16,60.25,117.0
2019-06-17,59.25,116.0
2019-06-18,60.14,125.0
2019-06-19,59.15,124.0
2019-06-20,61.25,118.0
2019-06-21,53.03,126.0
2019-06-22,53.15,118.0
2019-06-23,53.15,118.0
2019-06-24,53.14,118.0
2019-06-25,53.15,118.0
2019-06-26,53.15,118.0
2019-06-27,53.14,118.0
2019-06-28,53.15,118.0
2019-06-29,53.15,118.0
2019-06-30,45.04,118.0
2019-07-01,53.15,118.0
2019-07-02,53.14,118.0
2019-07-03,45.04,118.0
2019-07-04,53.15,118.0
2019-07-05,53.14,118.0
2019-07-06,45.04,118.0
2019-07-07,53.15,118.0
2019-07-08,53.14,118.0
2019-07-09,45.04,118.0
2019-07-10,53.15,118.0
2019-07-11,45.03,118.0
2019-07-12,53.15,118.0
2019-07-13,45.04,118.0
2019-07-14,46.03,119.0
2019-07-15,53.15,118.0
2019-07-16,46.04,119.0
2019-07-17,46.03,119.0
2019-07-18,54.15,119.0
2019-07-19,54.15,119.0
2019-07-20,46.04,119.0
2019-07-21,37.94,119.0
2019-07-22,46.03,119.0
2019-07-23,37.651,118.67
2019-07-24,37.59,118.67
2019-07-25,45.11,118.62
2019-07-26,40.74,118.67
2019-07-27,40.74,118.67
2019-07-28,40.56,118.5
2019-07-29,41.11,119.04
2019-07-30,40.86,118.79
2019-07-31,41.24,119.17
2019-08-01,32.41,119.0
2019-08-02,41.07,119.0
2019-08-03,40.06,118.0
2019-08-04,41.07,119.0
2019-08-05,38.41,125.0
2019-08-06,32.41,119.0
2019-08-07,33.41,120.0
2019-08-08,33.4,120.0
2019-08-09,32.41,119.0
2019-08-10,42.07,120.0
2019-08-11,41.06,119.0
2019-08-12,41.07,119.0
2019-08-13,42.07,120.0
2019-08-14,33.41,120.0
2019-08-15,42.07,120.0
2019-08-16,42.07,120.0
2019-08-17,42.07,120.0
2019-08-18,32.41,119.0
2019-08-19,42.06,120.0
2019-08-20,32.41,119.0
2019-08-21,42.07,120.0
2019-08-22,42.07,120.0
2019-08-23,33.41,120.0
2019-08-24,42.07,120.0
2019-08-25,33.41,120.0
2019-08-26,42.07,120.0
2019-08-27,42.07,120.0
2019-08-28,42.07,120.0
2019-08-29,42.07,120.0
2019-08-30,33.41,120.0
2019-08-31,33.41,120.0
2019-09-01,33.41,120.0
2019-09-02,33.41,120.0
2019-09-03,33.4,120.0
2019-09-04,33.41,120.0
2019-09-05,24.75,120.0
2019-09-06,33.41,120.0
2019-09-07,28.75,124.0
2019-09-08,33.41,120.0
2019-09-09,24.75,120.0
2019-09-10,43.07,121.0
2019-09-11,33.41,120.0
2019-09-12,33.41,120.0
2019-09-13,43.07,121.0
2019-09-14,42.07,120.0
2019-09-15,43.07,121.0
2019-09-16,43.07,121.0
2019-09-17,41.93,121.0
2019-09-18,41.94,121.0
2019-09-19,41.93,121.0
2019-09-20,41.94,121.0
2019-09-21,41.93,121.0
2019-09-22,41.93,121.0
2019-09-23,41.94,121.0
2019-09-24,49.83,121.0
2019-09-25,49.84,121.0
2019-09-26,61.75,125.0
2019-09-27,59.83,131.0
2019-09-28,51.94,131.0
2019-09-29,51.93,131.0
2019-09-30,51.94,131.0
2019-10-01,67.74,131.0
2019-10-02,75.65,131.0
2019-10-03,75.65,131.0
2019-10-04,75.66,131.0
2019-10-05,67.74,131.0
2019-10-06,67.74,131.0
2019-10-07,67.75,131.0
2019-10-08,67.74,131.0
2019-10-09,68.74,132.0
2019-10-10,75.66,131.0
2019-10-11,75.65,131.0
2019-10-12,83.56,131.0
2019-10-13,76.65,132.0
2019-10-14,76.66,132.0
2019-10-15,76.65,132.0
2019-10-16,68.74,132.0
2019-10-17,60.84,132.0
2019-10-18,57.83,129.0
2019-10-19,54.93,134.0
2019-10-20,54.94,134.0
2019-10-21,53.93,133.0
2019-10-22,53.94,133.0
2019-10-23,53.93,133.0
2019-10-24,59.93,139.0
2019-10-25,60.84,132.0
2019-10-26,68.74,132.0
2019-10-27,68.74,132.0
2019-10-28,76.66,132.0
2019-10-29,84.56,132.0
2019-10-30,84.56,132.0
2019-10-31,84.56,132.0
2019-11-01,91.47,131.0
2019-11-02,92.46,132.0
2019-11-03,92.46,132.0
2019-11-04,91.46,131.0
2019-11-05,90.56,138.0
2019-11-06,78.66,134.0
2019-11-07,70.74,134.0
2019-11-08,70.74,134.0
2019-11-09,70.75,134.0
2019-11-10,62.83,134.0
2019-11-11,62.84,134.0
2019-11-12,55.94,135.0
2019-11-13,47.02,134.0
2019-11-14,47.03,134.0
2019-11-15,49.25,135.0
2019-11-16,50.42,134.0
2019-11-17,58.0,134.0
2019-11-18,73.2,134.0
2019-11-19,74.22,135.0
2019-11-20,81.8,135.0
2019-11-21,89.4,135.0
2019-11-22,96.0,134.0
2019-11-23,112.21,135.0
2019-11-24,127.4,135.0
2019-11-25,135.0,135.0
2019-11-26,142.6,135.0
2019-11-27,150.19,135.0
2019-11-28,149.2,134.0
2019-11-29,142.6,135.0
2019-11-30,135.0,135.0
2019-12-01,135.0,135.0
2019-12-02,135.0,135.0
2019-12-03,142.6,135.0
2019-12-04,150.2,135.0
2019-12-05,157.8,135.0
2019-12-06,172.0,134.0
2019-12-07,194.79,134.0
2019-12-08,218.59,135.0
2019-12-09,233.79,135.0
2019-12-10,256.2,134.0
2019-12-11,261.51,135.0
2019-12-12,135.0,135.0
2019-12-13,135.0,135.0
2019-12-14,173.54,134.0
2019-12-15,173.54,134.0
2019-12-16,134.0,134.0
2019-12-17,149.81,134.0
2019-12-18,141.91,134.0
2019-12-19,134.0,134.0
2019-12-20,134.0,134.0
2019-12-21,141.91,134.0
2019-12-22,149.81,134.0
2019-12-23,149.81,134.0
2019-12-24,141.91,134.0
2019-12-25,135.0,135.0
2019-12-26,119.19,135.0
2019-12-27,111.28,135.0
2019-12-28,103.37,135.0
2019-12-29,103.37,135.0
2019-12-30,103.37,135.0
2019-12-31,102.37,134.0
2020-01-01,103.38,135.0
2020-01-02,111.28,135.0
2020-01-03,111.28,135.0
2020-01-04,119.19,135.0
2020-01-05,127.09,135.0
2020-01-06,142.91,135.0
2020-01-07,150.81,135.0
2020-01-08,158.72,135.0
2020-01-09,158.72,135.0
2020-01-10,158.72,135.0
2020-01-11,149.81,134.0
2020-01-12,134.0,134.0
2020-01-13,111.28,135.0
2020-01-14,102.38,134.0
2020-01-15,95.46,135.0
2020-01-16,87.17,134.0
2020-01-17,88.4,134.0
2020-01-18,88.41,134.0
2020-01-19,96.0,134.0
2020-01-20,104.6,135.0
2020-01-21,111.2,134.0
2020-01-22,126.4,134.0
2020-01-23,134.0,134.0
2020-01-24,149.2,134.0
2020-01-25,149.2,134.0
2020-01-26,164.4,134.0
2020-01-27,172.0,134.0
2020-01-28,171.99,134.0
2020-01-29,179.6,134.0
2020-01-30,172.61,134.0
2020-01-31,173.54,134.0
2020-02-01,165.63,134.0
2020-02-02,157.72,134.0
2020-02-03,157.72,134.0
2020-02-04,149.81,134.0
2020-02-05,141.91,134.0
2020-02-06,134.0,134.0
2020-02-07,126.09,134.0
2020-02-08,134.0,134.0
2020-02-09,134.0,134.0
2020-02-10,141.91,134.0
2020-02-11,489.81,134.0
2020-02-12,1833.0,133.0
2020-02-13,449.27,133.0
2020-02-14,409.75,133.0
2020-02-15,251.6,133.0
2020-02-16,198.07,119.0
2020-02-17,193.06,114.0
2020-02-18,191.07,112.0
2020-02-19,277.14,119.0
2020-02-20,431.27,115.0
2020-02-21,626.72,109.0
2020-02-22,726.11,120.0
2020-02-23,725.11,119.0
2020-02-24,632.54,113.0
2020-02-25,508.64,119.0
2020-02-26,423.06,120.0
2020-02-27,378.77,119.0
2020-02-28,378.76,119.0
2020-02-29,465.35,119.0
2020-03-01,465.35,119.0
2020-03-02,292.17,119.0
2020-03-03,248.88,119.0
2020-03-04,205.59,119.0
2020-03-05,185.64,151.0
2020-03-06,159.66,151.0
2020-03-07,142.34,151.0
2020-03-08,132.68,150.0
2020-03-09,133.68,151.0
2020-03-10,126.03,152.0
2020-03-11,132.69,150.0
2020-03-12,126.02,152.0
2020-03-13,117.37,152.0
2020-03-14,108.71,152.0
2020-03-15,100.04,152.0
2020-03-16,100.05,152.0
2020-03-17,108.7,152.0
2020-03-18,118.37,153.0
2020-03-19,126.03,152.0
2020-03-20,135.68,153.0
2020-03-21,153.0,153.0
2020-03-22,173.95,122.0
2020-03-23,187.27,118.0
2020-03-24,195.93,118.0
2020-03-25,195.93,118.0
2020-03-26,204.59,118.0
2020-03-27,191.94,114.0
2020-03-28,172.61,112.0
2020-03-29,155.29,112.0
2020-03-30,146.63,112.0
2020-03-31,129.31,112.0
2020-04-01,120.66,112.0
2020-04-02,112.0,112.0
2020-04-03,103.34,112.0
2020-04-04,94.68,112.0
2020-04-05,94.68,112.0
2020-04-06,86.69,104.0
2020-04-07,93.69,111.0
2020-04-08,84.02,110.0
2020-04-09,85.02,111.0
2020-04-10,84.02,110.0
2020-04-11,85.02,111.0
2020-04-12,92.69,110.0
2020-04-13,93.69,111.0
2020-04-14,93.68,111.0
2020-04-15,101.34,110.0
2020-04-16,101.34,110.0
2020-04-17,101.34,110.0
2020-04-18,96.69,114.0
2020-04-19,96.69,114.0
2020-04-20,96.68,114.0
2020-04-21,79.36,114.0
2020-04-22,79.37,114.0
2020-04-23,79.37,114.0
2020-04-24,83.02,109.0
2020-04-25,76.37,111.0
2020-04-26,74.7,118.0
2020-04-27,75.04,127.0
2020-04-28,85.36,120.0
2020-04-29,67.05,119.0
2020-04-30,66.05,118.0
2020-05-01,66.04,118.0
2020-05-02,66.05,118.0
2020-05-03,74.71,118.0
2020-05-04,74.7,118.0
2020-05-05,74.71,118.0
2020-05-06,74.7,118.0
2020-05-07,66.04,118.0
2020-05-08,66.05,118.0
2020-05-09,66.05,118.0
2020-05-10,66.05,118.0
2020-05-11,57.38,118.0
2020-05-12,57.39,118.0
2020-05-13,57.39,118.0
2020-05-14,66.05,118.0
2020-05-15,57.38,118.0
2020-05-16,126.66,118.0
2020-05-17,83.36,118.0
2020-05-18,109.34,118.0
2020-05-19,67.04,119.0
2020-05-20,58.39,119.0
2020-05-21,84.37,119.0
2020-05-22,93.03,119.0
2020-05-23,75.7,119.0
2020-05-24,67.04,119.0
2020-05-25,58.39,119.0
2020-05-26,49.73,119.0
2020-05-27,49.72,119.0
2020-05-28,41.07,119.0
2020-05-29,41.07,119.0
2020-05-30,32.41,119.0
2020-05-31,30.76,126.0
2020-06-01,43.41,130.0
2020-06-02,41.07,119.0
2020-06-03,42.07,120.0
2020-06-04,42.06,120.0
2020-06-05,32.41,119.0
2020-06-06,42.07,120.0
2020-06-07,42.07,120.0
2020-06-08,42.07,120.0
2020-06-09,33.41,120.0
2020-06-10,42.07,120.0
2020-06-11,41.07,119.0
2020-06-12,32.41,119.0
2020-06-13,24.76,120.0
2020-06-14,23.75,119.0
2020-06-15,41.07,119.0
2020-06-16,24.75,120.0
2020-06-17,32.41,119.0
2020-06-18,33.41,120.0
2020-06-19,42.06,120.0
2020-06-20,33.41,120.0
2020-06-21,33.41,120.0
2020-06-22,23.61,120.0
2020-06-23,25.12,120.0
2020-06-24,33.02,120.0
2020-06-25,40.949,120.0
2020-06-26,48.843,120.0
2020-06-27,56.736,120.0
2020-06-28,1.366,120.0
2020-06-29,35.03,122.0
2020-06-30,35.02,122.0
2020-07-01,42.02,129.0
2020-07-02,42.94,122.0
2020-07-03,42.02,129.0
2020-07-04,43.94,123.0
2020-07-05,43.93,123.0
2020-07-06,36.03,123.0
2020-07-07,36.02,123.0
2020-07-08,34.11,129.0
2020-07-09,42.94,122.0
2020-07-10,42.02,129.0
2020-07-11,43.94,123.0
2020-07-12,36.02,123.0
2020-07-13,36.03,123.0
2020-07-14,36.02,123.0
2020-07-15,43.93,123.0
2020-07-16,36.03,123.0
2020-07-17,36.02,123.0
2020-07-18,41.94,121.0
2020-07-19,34.02,121.0
2020-07-20,41.93,121.0
2020-07-21,34.02,121.0
2020-07-22,34.02,121.0
